Sl_No,Slide_No,District,Location,Latitude,Longitude,Material_Involved,Movement,History,Elevation_m,Slope_deg,Rainfall_2023_mm,Rainfall_Dates_2023
7454,HP/CHA/52D03/2020/64,Chamba,Bharari village Tundi-Bharari link road,32.32,76.05,Rock,Slide,2017,985.2156372070312,31.178515002339,,
7455,HP/CHA/52D11/2020/123,Chamba,Sukra-Holi-Naya Gaon Rd,32.32,76.56,Debris          Slide,,,2053.123291015625,20.617689486588404,,
7456,HP/CHA/52D11/2020/124,Chamba,Sukra-Holi-Naya Gaon Rd,32.32,76.56,Debris          Slide,,,2053.123291015625,20.617689486588404,,
7457,HP/KUL/52H03/2015/115,Kullu,Solang-Rohtang Tunnel Road,32.3205,77.1514,Debris          Slide,,,2528.029541015625,37.71905696632832,,
7458,HP/KUL/52H03/2015/46,Kullu,Palchan-Rohtang Tunnel,32.3209,77.1507,Rock            Slide,,,2538.27197265625,30.290999116629177,,
7459,HP/KUL/52H03/2015/75,Kullu,Marhi-Palchan Road NH-21,32.3218,77.203,Debris          Slide,,,2954.461181640625,23.715574578409612,,
7460,HP/KUL/52H03/2015/114,Kullu,Solang-Rohtang Tunnel Road,32.3225,77.1495,Debris          Flow,,,2533.19384765625,16.98381465303367,,
7461,HP/KUL/52H03/2015/76,Kullu,Marhi-Palchan Road NH-21,32.3244,77.2043,Debris          Slide,,,2934.115478515625,30.212433834136995,,
7462,HP/KUL/52H03/2015/73,Kullu,Marhi-Palchan Road NH-21,32.3247,77.2073,Debris          Slide,,,3039.68603515625,23.70586464723803,,
7463,HP/KUL/52H03/2015/72,Kullu,Marhi-Palchan Road NH-21,32.3252,77.2077,Debris          Slide,,,3034.94580078125,30.22077757057248,,
7464,HP/KUL/52H03/2015/113,Kullu,Solang-Rohtang Tunnel Road,32.3253,77.1493,Debris          Slide,,,2562.931640625,31.99840039435487,,
7465,HP/KUL/52H03/2015/71,Kullu,Marhi-Palchan Road NH-21,32.3275,77.2105,Debris          Slide,,,3058.71484375,26.68354530294239,,
7466,HP/KAN/43P15/2020/84,Kangra,Maira village,32.33,75.82,Debris,Slide,2010,433.4908447265625,7.577995510192049,,
7467,HP/CHA/52D03/2020/74,Chamba,Samot,32.33,76.08,Debris,Slide,2017,894.482177734375,22.90752289391976,,
7468,HP/CHA/52D11/2020/125,Chamba,Holi Bazar,32.33,76.55,Debris          Slide,,,1886.4981689453125,21.236879150852776,,
7469,HP/CHA/52D11/2020/126,Chamba,Sukra-Holi-Naya Gaon Rd,32.33,76.55,Debris          Slide,,,1886.4981689453125,21.236879150852776,,
7470,HP/CHA/52D11/2020/129,Chamba,Holi,32.33,76.55,Debris          Slide,,,1886.4981689453125,21.236879150852776,,
7471,HP/KUL/52H03/2015/70,Kullu,Marhi-Palchan Road NH-21,32.3312,77.2123,Rock            Topple,,,3050.73193359375,15.901192136536736,,
7472,HP/KUL/52H03/2015/111,Kullu,Solang-Rohtang Tunnel Road,32.3331,77.1457,Debris          Slide,,,2650.377197265625,26.17321759820401,,
7473,HP/KUL/52H03/2015/112,Kullu,Solang-Rohtang Tunnel Road,32.3331,77.1457,Debris          Slide,,,2650.377197265625,26.17321759820401,,
7474,HP/KUL/52H03/2015/69,Kullu,Marhi-Palchan Road NH-21,32.3338,77.2155,Debris          Slide,,,3034.376708984375,31.213277229877377,,
7475,HP/KUL/52H03/2015/109,Kullu,Solang-Rohtang Tunnel Road,32.3341,77.1442,Rock            Slide,,,2652.38134765625,38.52836155003584,,
7476,HP/KUL/52H03/2015/110,Kullu,Solang-Rohtang Tunnel Road,32.3341,77.1442,Debris          Slide,,,2652.38134765625,38.52836155003584,,
7477,HP/KUL/52H03/2015/68,Kullu,Marhi-Palchan Road NH-21,32.3342,77.2165,Debris          Slide,,,3044.056396484375,28.948918020987616,,
7478,HP/KUL/52H03/2015/67,Kullu,Marhi-Palchan Road NH-21,32.3353,77.2174,Debris          Slide,,,3049.534423828125,34.86741366958721,,
7479,HP/KUL/52H03/2015/108,Kullu,Solang-Rohtang Tunnel Road,32.3354,77.1426,Debris          Slide,,,2688.955078125,34.53536749263079,,
7480,HP/KUL/52H03/2015/66,Kullu,Marhi-Palchan Road NH-21,32.3361,77.2181,Rock            Slide,,,3059.66943359375,33.25529887337887,,
7481,HP/KUL/52H03/2015/107,Kullu,Solang-Rohtang Tunnel Road,32.3382,77.1416,Rock            Topple,,,2702.75048828125,28.67074814091974,,
7482,HP/KAN/43P15/2020/89,Kangra,Maira village,32.34,75.83,Debris          Slide,,,520.8607177734375,4.381988063435008,,
7483,HP/CHA/52D03/2020/84,Chamba,Kunjar Mahadev Patka-Kunjar-Mahadev link,32.34,76.03,Debris,Slide,2017,1287.2447509765625,28.81613710471639,,
7484,HP/CHA/52D03/2020/85,Chamba,Kunjar Mahadev Patka-Kunjar-Mahadev link,32.34,76.03,Debris,Slide,2010,1287.2447509765625,28.81613710471639,,
7485,HP/CHA/52D11/2020/119,Chamba,Holi-Naya Gaon Rd,32.34,76.53,Rock            Slide,,,1854.5655517578125,49.06300518562662,,
7486,HP/CHA/52D11/2020/127,Chamba,Sukra-Holi-Naya Gaon Rd,32.34,76.53,Rock            Slide,,,1854.5655517578125,49.06300518562662,,
7487,HP/CHA/52D11/2020/128,Chamba,Sukra-Holi-Naya Gaon Rd,32.34,76.54,Debris          Slide,,,1727.185546875,9.53725163444756,,
7488,HP/KUL/52H03/2015/106,Kullu,Solang-Rohtang Tunnel Road,32.3405,77.1405,Debris          Slide,,,2683.63427734375,36.43319958038915,,
7489,HP/KUL/52H03/2015/95,Kullu,Solang-Rohtang Tunnel Road,32.3408,77.1372,Debris          Slide,,,2824.41943359375,33.166500081259564,,
7490,HP/KUL/52H03/2015/65,Kullu,Marhi-Palchan Road NH-21,32.3415,77.2167,Debris          Slide,,,3158.90185546875,32.60548225345771,,
7491,HP/KUL/52H03/2015/94,Kullu,Solang-Rohtang Tunnel Road,32.3418,77.1403,Debris          Slide,,,2687.678955078125,20.976622893123913,,
7492,HP/KUL/52H03/2015/93,Kullu,Solang-Rohtang Tunnel Road,32.3437,77.1361,Debris          Subsidence,,,2736.3466796875,12.420732553890009,,
7493,HP/KUL/52H03/2015/64,Kullu,Marhi-Palchan Road NH-21,32.3437,77.2175,Debris          Slide,,,3241.6435546875,28.584628303177105,,
7494,HP/KUL/52H03/2015/92,Kullu,Solang-Rohtang Tunnel Road,32.3438,77.1365,Rock            Slide,,,2719.84326171875,17.379128142192933,,
7495,HP/KUL/52H03/2015/91,Kullu,Solang-Rohtang Tunnel Road,32.3459,77.1332,Debris          Slide,,,2777.780517578125,32.41881468291336,,
7496,HP/KUL/52H03/2015/116,Kullu,Solang-Rohtang Tunnel Road,32.3463,77.1382,Debris          Slide,,,2789.350830078125,46.3651887844067,,
7497,HP/KUL/52H03/2015/90,Kullu,Solang-Rohtang Tunnel Road,32.3484,77.1317,Debris          Slide,,,2779.67529296875,37.494836275364456,,
7498,HP/KUL/52H03/2015/63,Kullu,Marhi-Palchan Road NH-21,32.3485,77.2218,Rock            Topple,,,3238.769287109375,14.69925086701426,,
7499,HP/KUL/52H03/2015/89,Kullu,Solang-Rohtang Tunnel Road,32.3489,77.1314,Debris          Slide,,,2778.098388671875,37.503082051293624,,
7500,HP/CHA/52D11/2020/114,Chamba,Holi-Naya Gaon Rd,32.35,76.53,Rock            Slide,,,1702.1400146484375,15.388875074775354,,
7501,HP/CHA/52D11/2020/115,Chamba,Holi-Naya Gaon Rd,32.35,76.53,Rock            Slide,,,1702.1400146484375,15.388875074775354,,
7502,HP/CHA/52D11/2020/116,Chamba,Holi-Naya Gaon Rd,32.35,76.53,Debris          Slide,,,1702.1400146484375,15.388875074775354,,
7503,HP/CHA/52D11/2020/117,Chamba,Holi-Naya Gaon Rd,32.35,76.53,Debris          Slide,,,1702.1400146484375,15.388875074775354,,
7504,HP/KUL/52H03/2015/105,Kullu,Solang-Rohtang Tunnel Road,32.3507,77.1319,Debris          Slide,,,2809.37158203125,48.368653224696715,,
7505,HP/KUL/52H03/2015/88,Kullu,Solang-Rohtang Tunnel Road,32.3512,77.1295,Debris          Slide,,,2794.18994140625,31.848544836812707,,
7506,HP/KUL/52H03/2015/104,Kullu,Solang-Rohtang Tunnel Road,32.3516,77.1312,Debris          Slide,,,2786.70654296875,32.47910081197822,,
7507,HP/KUL/52H03/2015/61,Kullu,Rohtang-Marhi Road NH-21,32.3535,77.2183,Debris          Slide,,,3427.5107421875,33.36699479663426,,
7508,HP/KUL/52H03/2015/62,Kullu,#N/A #N/A,32.3537,77.2168,Debris          Subsidence,,,3418.481201171875,30.72392683754865,,
7509,HP/KUL/52H03/2015/102,Kullu,Solang-Rohtang Tunnel Road,32.3545,77.1303,Debris          Slide,,,2894.021484375,41.22911028798929,,
7510,HP/KUL/52H03/2015/60,Kullu,Rohtang-Marhi Road NH-21,32.3545,77.2199,Debris          Slide,,,3449.5693359375,33.741356769629704,,
7511,HP/KUL/52H03/2015/103,Kullu,Solang-Rohtang Tunnel Road,32.3546,77.1287,Debris          Slide,,,2851.65625,28.40364676789462,,
7512,HP/KUL/52H03/2015/59,Kullu,Rohtang-Marhi Road NH-21,32.3547,77.223,Debris          Slide,,,3462.533203125,30.29537178147272,,
7513,HP/KUL/52H03/2015/101,Kullu,Solang-Rohtang Tunnel Road,32.3549,77.1339,Debris          Slide,,,2971.415283203125,17.21084166820867,,
7514,HP/KUL/52H03/2015/58,Kullu,Rohtang-Marhi Road NH-21,32.3557,77.2261,Rock            Topple,,,3498.18994140625,43.011494048356674,,
7515,HP/KUL/52H03/2015/57,Kullu,Rohtang-Marhi Road NH-21,32.3559,77.2202,Rock            Topple,,,3548.034423828125,37.03987431193309,,
7516,HP/KUL/52H03/2015/56,Kullu,Rohtang-Marhi Road NH-21,32.3563,77.2175,Debris          Slide,,,3559.62060546875,13.361697653954772,,
7517,HP/KUL/52H03/2015/55,Kullu,Rohtang-Marhi Road NH-21,32.3579,77.2162,Rock            Topple,,,3568.333984375,15.195735388041038,,
7518,HP/KUL/52H03/2015/53,Kullu,Rohtang-Marhi Road NH-21,32.3585,77.2266,Debris          Slide,,,3686.1953125,31.80647478081667,,
7519,HP/KUL/52H03/2015/54,Kullu,Rohtang-Marhi Road NH-21,32.3585,77.2266,Debris          Slide,,,3686.1953125,31.80647478081667,,
7520,HP/KUL/52H03/2015/52,Kullu,Rohtang-Marhi Road NH-21,32.3586,77.2277,Debris          Slide,,,3681.877685546875,38.72267036135336,,
7521,HP/KUL/52H03/2015/44,Kullu,Koksar-Rohtang,32.3594,77.2319,Debris          Slide,,,3678.218505859375,33.79526123974036,,
7522,HP/KUL/52H03/2015/45,Kullu,Koksar-Rohtang,32.3598,77.231,Rock            Slide,,,3718.891357421875,52.63737358065996,,
7523,HP/CHA/52D03/2020/5,Chamba,Sahlu village,32.36,76.02,Debris,Slide,2005,997.7907104492188,19.591401542234937,,
7524,HP/CHA/52D03/2020/6,Chamba,Sahlu village,32.36,76.02,Debris          Slide,,,997.7907104492188,19.591401542234937,,
7525,HP/CHA/52D03/2020/82,Chamba,Godra,32.36,76.02,Debris,Slide,2012,997.7907104492188,19.591401542234937,,
7526,HP/CHA/52D03/2020/88,Chamba,Binna village,32.36,76.03,Debris          Slide,,,1159.9288330078125,31.37479258744508,,
7527,HP/CHA/52D03/2020/107,Chamba,Binna,32.36,76.02,Debris,Slide,2015,997.7907104492188,19.591401542234937,,
7528,HP/CHA/52D11/2020/113,Chamba,Holi-Naya Gaon Rd,32.36,76.53,Rock            Slide,,,1955.576171875,43.482745885592145,,
7529,HP/KUL/52H03/2015/99,Kullu,Solang-Rohtang Tunnel Road,32.3617,77.1325,Rock            Slide,,,3057.388916015625,20.16747451309118,,
7530,HP/KUL/52H03/2015/43,Kullu,Koksar-Rohtang,32.3617,77.2361,Rock            Slide,,,3712.79296875,28.85688838152636,,
7531,HP/KUL/52H03/2015/100,Kullu,Solang-Rohtang Tunnel Road,32.3619,77.1327,Debris,Slide,2012,3066.668212890625,21.49304333760919,,
7532,HP/KUL/52H03/2015/42,Kullu,Koksar-Rohtang,32.3642,77.242,Debris          Slide,,,3829.252685546875,23.060738699808347,,
7533,HP/KUL/52H03/2015/41,Kullu,Koksar-Rohtang,32.3654,77.2414,Debris          Slide,,,3861.772216796875,20.30175131302161,,
7534,HP/KUL/52H03/2015/117,Kullu,Solang-Rohtang Tunnel Road,32.3688,77.1346,Debris          Slide,,,3174.517578125,30.138750302504754,,
7535,HP/LAH/52H03/2015/118,Kullu,Solang-Rohtang Tunnel Road,32.3697,77.1335,Debris          Slide,,,3104.942626953125,37.30298454450726,,
7536,HP/KAN/43P15/2020/73,Kangra,near Uprali Haral village Aundi-Chakki link road,32.37,75.85,Debris,Slide,2012,479.0166320800781,9.2397893499383,,
7537,HP/KAN/43P15/2020/74,Kangra,near Uprali Haral village Aundi-Chakki link road,32.37,75.85,Debris,Slide,2012,479.0166320800781,9.2397893499383,,
7538,HP/KAN/43P15/2020/75,Kangra,near Uprali Haral village Aundi-Chakki link road,32.37,75.85,Debris          Slide,,,479.0166320800781,9.2397893499383,,
7539,HP/KAN/43P15/2020/76,Kangra,near Uprali Haral village Aundi-Chakki link road,32.37,75.85,Debris          Slide,,,479.0166320800781,9.2397893499383,,
7540,HP/KAN/43P15/2020/78,Kangra,Haral uprali Chakki-Aundi link road,32.37,75.85,Debris,Slide,2015,479.0166320800781,9.2397893499383,,
7541,HP/KAN/43P15/2020/93,Kangra,Danni Khadater Village,32.37,75.95,Debris,Slide,1987,689.0900268554688,32.92550279613911,,
7542,HP/CHA/52D03/2020/55,Chamba,Gumu Godra-Siun link road,32.37,76.03,Debris          Slide,,,1203.9737548828125,35.60656962159198,,
7543,HP/CHA/52D03/2020/65,Chamba,Gumu Godra-Siun link road,32.37,76.03,Debris          Slide,,,1203.9737548828125,35.60656962159198,,
7544,HP/CHA/52D03/2020/66,Chamba,Guma Siyun Godra-Siun link road,32.37,76.04,Debris,Slide,2005,1109.9716796875,35.93702015597873,,
7545,HP/CHA/52D03/2020/67,Chamba,Gumu Godra-Siun link road,32.37,76.03,Debris,Slide,2005,1203.9737548828125,35.60656962159198,,
7546,HP/CHA/52D03/2020/87,Chamba,Patka SH-28,32.37,76.02,Debris          Slide,,,916.3518676757812,15.411393175990248,,
7547,HP/CHA/52D03/2020/95,Chamba,Godra village,32.37,76.02,Debris,Slide,2018,916.3518676757812,15.411393175990248,,
7548,HP/CHA/52D03/2020/103,Chamba,Sahlu village,32.37,76.01,Debris          Slide,,,1078.2352294921875,34.21554898679388,,
7549,HP/CHA/52D03/2020/104,Chamba,Godra village,32.37,76.02,Debris          Slide,,,916.3518676757812,15.411393175990248,,
7550,HP/KAN/52D03/2020/109,Kangra,Mundi Mundi village,32.37,76.01,Debris,Slide,2000,1078.2352294921875,34.21554898679388,,
7551,HP/CHA/52D11/2020/62,Chamba,Lamu-Sukra Rd,32.37,76.51,Debris          Slide,,,1886.408447265625,27.18471552191073,,
7552,HP/CHA/52D11/2020/106,Chamba,Holi-Naya Gaon Rd,32.37,76.51,Rock            Slide,,,1886.408447265625,27.18471552191073,,
7553,HP/CHA/52D11/2020/107,Chamba,Jina,32.37,76.52,Debris          Slide,,,1854.6854248046875,45.85984591252078,,
7554,HP/CHA/52D11/2020/108,Chamba,Holi-Naya Gaon Rd,32.37,76.52,Debris          Slide,,,1854.6854248046875,45.85984591252078,,
7555,HP/CHA/52D11/2020/109,Chamba,Holi-Naya Gaon Rd,32.37,76.52,Debris          Slide,,,1854.6854248046875,45.85984591252078,,
7556,HP/CHA/52D11/2020/110,Chamba,Holi-Naya Gaon Rd,32.37,76.52,Debris          Slide,,,1854.6854248046875,45.85984591252078,,
7557,HP/CHA/52D11/2020/112,Chamba,Holi-Naya Gaon Rd,32.37,76.52,Debris          Slide,,,1854.6854248046875,45.85984591252078,,
7558,HP/LAH/52H03/2015/119,Kullu,Solang-Rohtang Tunnel Road,32.3711,77.1339,Debris          Slide,,,3110.5712890625,38.39879291232749,,
7559,HP/LSP/52H15/2018/16,Lahaul & Spiti,North of Pangmo,32.37777,77.93786,Debris          Slide,,,3838.423095703125,33.01043932857247,,
7560,HP/LSP/52H15/2018/15,Lahaul & Spiti,North of Pangmo,32.37843,77.93781,Debris          Slide,,,3834.210205078125,35.130092549318675,,
7561,HP/LSP/52H15/2018/14,Lahaul & Spiti,North of Pangmo,32.37889,77.93742,Debris          Slide,,,3815.121826171875,37.05077213896936,,
7563,HP/CHA/52D07/2020/12,Chamba,Downslope of Marhauta village,32.38,76.49,Debris          Slide,,,1924.9005126953125,27.866627250720164,,
7564,HP/CHA/52D07/2020/18,Chamba,Left bank of ravi river,32.38,76.49,Rock            Slide,,,1924.9005126953125,27.866627250720164,,
7565,HP/CHA/52D11/2020/104,Chamba,Holi-Naya Gaon Rd,32.38,76.5,Debris          Slide,,,1745.935546875,33.59154473487539,,
7566,HP/CHA/52D11/2020/105,Chamba,Golai,32.38,76.51,Rock            Slide,,,1944.7396240234375,36.58440200890412,,
7567,HP/LSP/52H15/2018/13,Lahaul & Spiti,North of Pangmo,32.38086,77.93791,Debris          Slide,,,3818.46044921875,42.6560037457548,,
7568,HP/LSP/52H15/2018/12,Lahaul & Spiti,North of Pangmo,32.38124,77.93852,Debris          Slide,,,3844.4814453125,14.654372815668513,,
7569,HP/LSP/52H15/2018/10,Lahaul & Spiti,North of Pangmo,32.38129,77.94021,Debris          Slide,,,3859.8349609375,16.43651931897692,,
7570,HP/LSP/52H15/2018/11,Lahaul & Spiti,North of Pangmo,32.3817,77.93997,Debris          Slide,,,3851.91162109375,20.10216295732617,,
7571,HP/LAH/52H03/2015/38,Lahaul & Spiti,Koksar-Rohtang,32.3818,77.2627,Rock            Slide,,,3515.146240234375,18.776287909475744,,
7572,HP/LAH/52H03/2015/37,Lahaul & Spiti,Koksar-Rohtang,32.383,77.2649,Debris          Slide,,,3358.11083984375,32.5316279484312,,
7573,HP/LSP/52H15/2018/9,Lahaul & Spiti,North of Pangmo,32.38512,77.9422,Debris          Slide,,,3851.916015625,18.23912107452349,,
7574,HP/LSP/52H15/2018/8,Lahaul & Spiti,North of Pangmo,32.38917,77.94922,Debris          Slide,,,4297.4833984375,14.324650231466586,,
7575,HP/LSP/52H15/2018/7,Lahaul & Spiti,North of Pangmo,32.38964,77.94974,Debris          Slide,,,4301.712890625,20.12133181337848,,
7576,HP/CHA/43P15/2020/23,Chamba,Sahla SH-28,32.39,75.99,Debris,Slide,2017,1157.2257080078125,50.312644888137605,,
7577,HP/CHA/43P15/2020/24,Chamba,Along Chakki river,32.39,75.99,Debris,Slide,2018,1157.2257080078125,50.312644888137605,,
7579,HP/CHA/43P15/2020/55,Chamba,Sahlu village,32.39,75.99,Rock            Slide,,,1157.2257080078125,50.312644888137605,,
7580,HP/CHA/43P15/2020/56,Chamba,Sahlu village,32.39,75.99,Debris          Slide,,,1157.2257080078125,50.312644888137605,,
7581,HP/KAN/43P15/2020/72,Kangra,Baduni,32.39,75.94,Debris          Slide,,,758.8038940429688,27.73323195654765,,
7582,HP/KAN/43P15/2020/77,Kangra,Nera Suliali-Dunera link road,32.39,75.89,Debris          Slide,,,581.4216918945312,4.311445702507142,,
7583,HP/KAN/43P15/2020/79,Kangra,Baduni Baduni,32.39,75.95,Debris,Slide,2018,817.0936889648438,24.926029407569892,,
7584,HP/KAN/43P15/2020/80,Kangra,Suliali near Suliali village,32.39,75.89,Debris,Slide,2017,581.4216918945312,4.311445702507142,,
7585,HP/KAN/43P15/2020/82,Kangra,Baduni,32.39,75.94,Debris          Slide,,,758.8038940429688,27.73323195654765,,
7586,HP/KAN/43P15/2020/86,Kangra,Baduni,32.39,75.95,Debris,Slide,2018,817.0936889648438,24.926029407569892,,
7587,HP/CHA/52D03/2020/44,Chamba,Kasba Raipur,32.39,76.01,Debris          Slide,,,1147.4031982421875,28.725141950633056,,
7591,HP/CHA/52D03/2020/52,Chamba,Sahlu village,32.39,76.01,Debris,Slide,2000,1147.4031982421875,28.725141950633056,,
7593,HP/CHA/52D07/2020/19,Chamba,Left bank of ravi river,32.39,76.48,Rock            Fall,,,1976.4432373046875,42.57897967967637,,
7594,HP/CHA/52D07/2020/25,Chamba,Right bank of ravi river,32.39,76.49,Debris          Slide,,,1762.15087890625,43.67365361708668,,
7595,HP/LAH/52H03/2015/39,Lahaul & Spiti,Koksar-Rohtang,32.3923,77.2515,Debris          Slide,,,3637.451904296875,21.685676076480497,,
7596,HP/LAH/52H03/2015/40,Lahaul & Spiti,Koksar-Rohtang,32.3923,77.2515,Debris          Slide,,,3637.451904296875,21.685676076480497,,
7597,HP/LAH/52H03/2015/36,Lahaul & Spiti,Koksar-Rohtang,32.3934,77.2566,Rock            Slide,,,3350.05712890625,13.236854377501214,,
7598,HP/LAH/52H03/2015/35,Lahaul & Spiti,Koksar-Rohtang,32.3942,77.2595,Rock            Subsidence,,,3308.0341796875,20.32366198226592,,
7599,HP/CHA/43P15/2020/36,Chamba,"Barala, Lahru road",32.4,75.95,Debris,Slide,2017,751.5567016601562,25.542906528154408,,
7600,HP/CHA/43P15/2020/46,Chamba,"Barala, Lahru road",32.4,75.95,Debris,Slide,2018,751.5567016601562,25.542906528154408,,
7601,HP/CHA/43P15/2020/54,Chamba,Baduni,32.4,75.95,Debris,Slide,2010,751.5567016601562,25.542906528154408,,
7602,HP/CHA/43P15/2020/57,Chamba,Sahlu village,32.4,75.99,Debris          Slide,,,741.9722290039062,29.063644795268473,,
7603,HP/CHA/43P15/2020/58,Chamba,Lahru,32.4,75.98,Debris          Slide,,,799.844970703125,35.17275542854739,,
7604,HP/CHA/43P15/2020/59,Chamba,Parchor,32.4,75.99,Debris          Slide,,,741.9722290039062,29.063644795268473,,
7605,HP/CHA/43P15/2020/60,Chamba,Sahlu village,32.4,75.99,Debris          Slide,,,741.9722290039062,29.063644795268473,,
7606,HP/KAN/43P15/2020/81,Kangra,Baduni,32.4,75.94,Debris          Slide,,,615.093994140625,10.71911968875397,,
7607,HP/KAN/43P15/2020/85,Kangra,Baduni,32.4,75.95,Debris          Slide,,,751.5567016601562,25.542906528154408,,
7608,HP/KAN/43P15/2020/94,Kangra,Near Phina Singh Dam SH-28,32.4,75.99,Debris,Slide,2018,741.9722290039062,29.063644795268473,,
7609,HP/CHA/52D07/2020/20,Chamba,Right bank of ravi river,32.4,76.5,Rock            Slide,,,2567.620849609375,31.315243184794397,,
7610,HP/LSP/52H15/2018/6,Lahaul & Spiti,Near Pangmo,32.40112,77.95536,Debris          Slide,,,4229.9990234375,34.67797309238947,,
7611,HP/LSP/52H15/2018/5,Lahaul & Spiti,Near Pangmo,32.40271,77.94982,Debris          Slide,,,3960.0537109375,41.63005216440734,,
7612,HP/LSP/52H15/2018/4,Lahaul & Spiti,Near Pangmo,32.40369,77.9499,Debris          Slide,,,3983.9853515625,34.94711995564464,,
7613,HP/LAH/52H03/2015/26,Lahaul & Spiti,Koksar-Rohtang,32.4038,77.2521,Rock            Topple,,,3129.531982421875,26.032451424845853,,
7614,HP/LAH/52H03/2015/34,Lahaul & Spiti,Koksar-Kulti,32.404,77.2405,Debris          Slide,,,3444.0283203125,29.94059409959362,,
7615,HP/LAH/52H03/2015/27,Lahaul & Spiti,Koksar-Rohtang,32.405,77.2508,Debris          Slide,,,3148.219482421875,31.94136729211269,,
7616,HP/LSP/52H15/2018/3,Lahaul & Spiti,Near Pangmo,32.40688,77.94839,Debris          Slide,,,3943.6533203125,34.97033325238174,,
7617,HP/CHA/43P15/2020/4,Chamba,Ghatasani pul Ghatasani pul,32.41,75.97,Debris,Slide,2010,683.4845581054688,24.923540584818536,,
7618,HP/CHA/43P15/2020/5,Chamba,Kalidhar Lahru-Chowari link road,32.41,75.99,Debris,Slide,2000,781.39404296875,16.653707463980624,,
7619,HP/CHA/43P15/2020/10,Chamba,Chinian,32.41,75.97,Debris,Slide,2015,683.4845581054688,24.923540584818536,,
7620,HP/CHA/43P15/2020/16,Chamba,"Barala, Lahru road",32.41,75.96,Debris,Slide,2015,705.3750610351562,32.407723131732894,,
7621,HP/CHA/43P15/2020/31,Chamba,Kalidhar Kalidhar,32.41,75.99,Debris          Slide,,,781.39404296875,16.653707463980624,,
7622,HP/CHA/43P15/2020/42,Chamba,"Barala, Lahru road",32.41,75.96,Debris,Slide,2015,705.3750610351562,32.407723131732894,,
7623,HP/CHA/43P15/2020/43,Chamba,"Barala, Lahru road",32.41,75.96,Rock,Slide,2015,705.3750610351562,32.407723131732894,,
7624,HP/CHA/43P15/2020/45,Chamba,"Barala, Lahru road",32.41,75.96,Debris,Slide,2018,705.3750610351562,32.407723131732894,,
7625,HP/CHA/43P15/2020/50,Chamba,Kalidhar,32.41,75.99,Debris,Slide,2010,781.39404296875,16.653707463980624,,
7626,HP/CHA/43P15/2020/51,Chamba,Kalidhar Kalidhar,32.41,75.98,Debris          Slide,,,814.29345703125,29.541239745516357,,
7627,HP/CHA/43P15/2020/52,Chamba,Lahru Chowk,32.41,75.98,Debris          Slide,,,814.29345703125,29.541239745516357,,
7628,HP/CHA/43P15/2020/70,Chamba,Near Phina Singh Canal,32.41,75.99,Rock            Fall,,,781.39404296875,16.653707463980624,,
7629,HP/CHA/43P15/2020/71,Chamba,Near Phina Singh Canal,32.41,75.99,Rock            Fall,,,781.39404296875,16.653707463980624,,
7630,HP/CHA/52D07/2020/4,Chamba,Left bank of ravi river,32.41,76.49,Rock            Fall,,,1617.45166015625,42.70020145075046,,
7631,HP/CHA/52D07/2020/79,Chamba,Right bank of Balyani Nala,32.41,76.29,Rock            Slide,,,2293.83349609375,36.81630629486667,,
7632,HP/CHA/52D11/2020/29,Chamba,Manimahesh Trekking Route,32.41,76.62,Debris          Slide,,,3668.547607421875,36.157679505416816,,
7633,HP/CHA/52D11/2020/30,Chamba,Manimahesh Trekking Route,32.41,76.63,Debris          Slide,,,3668.7080078125,32.59381396732415,,
7634,HP/CHA/52D11/2020/31,Chamba,Manimahesh Trekking Route,32.41,76.63,Debris          Slide,,,3668.7080078125,32.59381396732415,,
7635,HP/CHA/52D11/2020/32,Chamba,Manimahesh Trekking Route,32.41,76.64,Debris          Slide,,,4328.83349609375,51.94400642548474,,
7636,HP/LAH/52H03/2015/28,Lahaul & Spiti,Koksar-Kulti,32.4105,77.244,Rock            Slide,,,3112.989013671875,25.12362301952231,,
7637,HP/LAH/52H03/2015/29,Lahaul & Spiti,Koksar-Kulti,32.4127,77.2472,Debris          Slide,,,3198.491943359375,41.8066039542304,,
7638,HP/LAH/52H03/2015/30,Lahaul & Spiti,Koksar-Kulti,32.4135,77.2452,Debris          Slide,,,3205.912109375,32.57381326293885,,
7639,HP/LAH/52H03/2015/31,Lahaul & Spiti,Koksar-Kulti,32.414,77.244,Debris          Slide,,,3173.74169921875,36.07403677665511,,
7640,HP/LAH/52H03/2015/32,Lahaul & Spiti,Koksar-Kulti,32.4141,77.2416,Debris          Slide,,,3110.295654296875,31.250480348488548,,
7641,HP/LAH/52H03/2015/2,Lahaul & Spiti,Koksar-Keylong NH21,32.4144,77.2358,Rock            Slide,,,3108.75537109375,17.05016131157239,,
7642,HP/LAH/52H03/2015/33,Lahaul & Spiti,Koksar-Kulti,32.4157,77.2393,Rock            Slide,,,3162.335693359375,53.178419284261366,,
7643,HP/CHA/43P15/2020/2,Chamba,Ghatasani pul Ghatasani pul,32.42,75.97,Debris,Slide,2010,833.071533203125,29.9109330935003,,
7646,HP/CHA/43P15/2020/17,Chamba,Barian bridge SH-28,32.42,75.97,Debris          Slide,,,833.071533203125,29.9109330935003,,
7647,HP/CHA/43P15/2020/18,Chamba,Barian bridge SH-28,32.42,75.96,Debris          Slide,,,786.4441528320312,35.79413139206696,,
