Sl_No,Slide_No,District,Location,Latitude,Longitude,Material_Involved,Movement,History
2356,HP/SIR/53F02/2017/66,Sirmur,BurmaParaliNahan road,30.569856,77.188142,Rock              Slide,NA,
2357,HP/SIR/53F02/2017/33,Sirmur,KumarhattiNahan road,30.570066,77.236443,Rock              Slide,NA,
2358,HP/SIR/53F10/2017/191,Sirmur,North of Baneri,30.570362,77.504277,Rock              Slide,NA,
2359,HP/SIR/53F10/2017/34,Sirmur,"Dadua, DadahuSataun road",30.570367,77.597624,Rock cum debris   Slide,NA,
2360,HP/SIR/53F10/2017/32,Sirmur,"Dadua, DadahuSataun road",30.570515,77.594808,Rock cum debris   Slide,NA,
2361,HP/SIR/53F10/2017/49,Sirmur,"Sataun, DadahuSataun road",30.57053,77.634866,Rock              Slide,NA,
2362,HP/SIR/53F06/2017/366,Sirmur,Torwali,30.570682,77.477886,Rock              Slide,NA,
2363,HP/SIR/53F10/2017/33,Sirmur,"Dadua, DadahuSataun road",30.570699,77.596106,Rock cum debris   Slide,NA,
2364,HP/SIR/53F10/2017/38,Sirmur,"North of Manal,",30.57073,77.614378,Rock              Slide,NA,
2365,HP/SIR/53F02/2017/67,Sirmur,NarayangadMajara road,30.570745,77.189116,Rock              Slide,NA,
2366,HP/SIR/53F02/2017/32,Sirmur,Bahar link road,30.570784,77.236195,Rock              Slide,NA,
2367,HP/SIR/53F10/2017/55,Sirmur,North of Baneri,30.570794,77.502231,Rock              Slide,NA,
2368,HP/SIR/53F06/2017/285,Sirmur,"Kanaun, NahanRama Don road",30.570842,77.326262,Rock              Slide,NA,
2369,HP/SIR/53F10/2017/184,Sirmur,"Dadua, DadahuSataun road",30.570876,77.592462,Debris            Slide,NA,
2370,HP/SIR/53F02/2017/48,Sirmur,,30.570974,77.233602,Rock              Slide,NA,
2371,HP/SIR/53F10/2017/45,Sirmur,"Sataun, DadahuSataun road",30.571093,77.629904,Rock              Slide,NA,
2372,HP/SIR/53F06/2017/295,Sirmur,"Daghera R.F., NahanBirla road",30.571198,77.391179,Rock              Slide,NA,
2373,HP/SIR/53F10/2017/24,Sirmur,Jandnian,30.571409,77.55816,Rock cum debris   Slide,NA,
2374,HP/SIR/53F10/2017/37,Sirmur,"North of Manal,",30.571449,77.614421,Rock              Slide,NA,
2375,HP/SIR/53F06/2017/284,Sirmur,"Kanaun, NahanRama Don road",30.571531,77.325988,Rock              Slide,NA,
2376,HP/SIR/53F10/2017/48,Sirmur,"Sataun, DadahuSataun road",30.571659,77.634617,Rock              Slide,NA,
2377,HP/SIR/53F10/2017/47,Sirmur,"Sataun, DadahuSataun road",30.571793,77.63146,Rock              Slide,NA,
2378,HP/SIR/53F06/2017/297,Sirmur,"Talo, NahanRama Don road",30.572068,77.321236,Rock              Slide,NA,
2379,HP/SIR/53F10/2017/10,Sirmur,Salag R.F.,30.572081,77.656766,Rock cum debris   Slide,NA,
2380,HP/SIR/53F10/2017/183,Sirmur,"Bhujon, DadahuSataun road",30.572297,77.583617,Rock              Slide,NA,
2381,HP/SIR/53F06/2017/114,Sirmur,"Banog, NahanDadahu road",30.572299,77.294477,Rock              Slide,NA,
2382,HP/SIR/53F14/2017/20,Sirmur,Nigali R.F.,30.57238,77.764971,Rock              Slide,NA,
2383,HP/SIR/53F10/2017/11,Sirmur,Salag R.F.,30.572886,77.656911,Rock cum debris   Slide,NA,
2384,HP/SIR/53F06/2017/304,Sirmur,Rohas,30.5729,77.396414,Rock              Slide,NA,
2385,HP/SIR/53F02/2017/31,Sirmur,BanogKaulawala bhood road,30.572907,77.234883,Rock              Slide,NA,
2386,HP/SIR/53F10/2017/125,Sirmur,"North of Chilon,",30.572931,77.652467,Rock              Slide,NA,
2387,HP/SIR/53F10/2017/56,Sirmur,North of Baneri,30.57352,77.506004,Rock              Slide,NA,
2388,HP/SIR/53F06/2017/113,Sirmur,"Banog, NahanDadahu road",30.573562,77.295235,Rock              Slide,NA,
2389,HP/SIR/53F06/2017/303,Sirmur,Rohas,30.573664,77.397066,Rock              Slide,NA,
2390,HP/SIR/53F10/2017/36,Sirmur,"Jhankar, DadahuSataun road",30.573801,77.612013,Rock cum debris   Slide,NA,
2391,HP/SIR/53F06/2017/112,Sirmur,"Banog, NahanDadahu road",30.574188,77.294989,Rock              Slide,NA,
2392,HP/SIR/53F06/2017/283,Sirmur,"Talo, NahanRama Don road",30.574348,77.317295,Rock              Slide,NA,
2393,HP/SIR/53F06/2017/246,Sirmur,Tanlog,30.574411,77.494649,Rock              Slide,NA,
2394,HP/SIR/53F06/2017/310,Sirmur,Rohas,30.574478,77.4003,Rock              Slide,NA,
2395,HP/SIR/53F14/2017/19,Sirmur,Nigali R.F.,30.574653,77.75998,Rock              Slide,NA,
2396,HP/SIR/53F06/2017/247,Sirmur,Tanlog,30.574709,77.492147,Rock              Slide,NA,
2397,HP/SIR/53F06/2017/296,Sirmur,"Serta, NahanRamaDon road",30.574933,77.317399,Rock              Slide,NA,
2398,HP/SIR/53F10/2017/240,Sirmur,Kufar,30.575139,77.732127,Rock              Slide,NA,
2399,HP/SIR/53F06/2017/309,Sirmur,Rohas,30.575203,77.401924,Rock              Slide,NA,
2400,HP/SIR/53F10/2017/27,Sirmur,"Sadiyar, DadahuSataun road",30.575256,77.5723,Rock              Slide,NA,
2401,HP/SIR/53F10/2017/241,Sirmur,Kufar,30.575654,77.731745,Rock              Slide,NA,
2402,HP/SIR/53F06/2017/308,Sirmur,Rohas,30.575702,77.402354,Rock              Slide,NA,
2403,HP/SIR/53F10/2017/29,Sirmur,"Sadiyar, DadahuSataun road",30.575732,77.574584,Rock cum debris   Slide,NA,
2404,HP/SIR/53F14/2017/18,Sirmur,Nigali R.F.,30.575858,77.759061,Rock              Slide,NA,
2405,HP/SIR/53F10/2017/28,Sirmur,"Sadiyar, DadahuSataun road",30.575886,77.572783,Rock              Slide,NA,
2406,HP/SIR/53F06/2017/279,Sirmur,"Serta, NahanRamaDon road",30.576191,77.304949,Rock              Slide,NA,
2407,HP/SIR/53F06/2017/111,Sirmur,"Banog, NahanDadahu road",30.576237,77.296903,Rock              Slide,NA,
2408,HP/SIR/53F02/2017/39,Sirmur,,30.576308,77.191744,Rock              Slide,NA,
2409,HP/SIR/53F06/2017/311,Sirmur,Rohas,30.576447,77.398106,Rock cum debris   Slide,NA,
2410,HP/SIR/53F06/2017/278,Sirmur,"Serta, NahanRamaDon road",30.576599,77.303591,Rock              Slide,NA,
2411,HP/SIR/53F14/2017/21,Sirmur,Nigali R.F.,30.576606,77.75553,Rock              Slide,NA,
2412,HP/SIR/53F02/2017/40,Sirmur,,30.576699,77.191566,Rock              Slide,NA,
2413,HP/SIR/53F10/2017/30,Sirmur,"Sadiyar, DadahuSataun road",30.576753,77.575427,Rock cum debris   Slide,NA,
2414,HP/SIR/53F10/2017/31,Sirmur,"Bhujon, DadahuSataun road",30.577107,77.576408,Rock cum debris   Slide,NA,
2415,HP/SIR/53F10/2017/124,Sirmur,"Birpa, Paontashillai road",30.577163,77.65423,Rock              Slide,NA,
2416,HP/SIR/53F02/2017/41,Sirmur,,30.577169,77.191512,Rock              Slide,NA,
2417,HP/SIR/53F10/2017/242,Sirmur,Kufar,30.577379,77.729557,Rock              Slide,NA,
2418,HP/SIR/53F06/2017/248,Sirmur,Tanlog,30.577693,77.495078,Rock              Slide,NA,
2419,HP/SIR/53F06/2017/280,Sirmur,"Serta, NahanRamaDon road",30.577835,77.305778,Rock              Slide,NA,
2420,HP/SIR/53F06/2017/249,Sirmur,Tanlog,30.577898,77.488982,Rock              Slide,NA,
2421,HP/SIR/53F10/2017/239,Sirmur,Kufar,30.577986,77.730328,Rock              Slide,NA,
2422,HP/SIR/53F06/2017/127,Sirmur,Kandon Bhaila R.F.,30.578047,77.442879,Rock              Slide,NA,
2423,HP/SIR/53F06/2017/126,Sirmur,Kandon Bhaila R.F.,30.57842,77.443126,Rock              Slide,NA,
2424,HP/SIR/53F10/2017/233,Sirmur,North of Kufar,30.578562,77.737415,Rock              Slide,NA,
2425,HP/SIR/53F06/2017/125,Sirmur,Kandon Bhaila R.F.,30.578626,77.442946,Rock              Slide,NA,
2426,HP/SIR/53F06/2017/302,Sirmur,Jadhaun,30.578676,77.395993,Rock              Slide,NA,
2427,HP/SIR/53F10/2017/234,Sirmur,North of Kufar,30.57879,77.736254,Rock              Slide,NA,
2428,HP/SIR/53F06/2017/250,Sirmur,Tanlog,30.579006,77.488884,Rock              Slide,NA,
2429,HP/SIR/53F06/2017/281,Sirmur,"Serta, NahanRamaDon road",30.579008,77.305405,Rock              Slide,NA,
2430,HP/SIR/53F10/2017/6,Sirmur,North of Bhujon,30.5793,77.579217,Rock              Slide,NA,
2431,HP/SIR/53F10/2017/235,Sirmur,North of Kufar,30.57935,77.736016,Rock              Slide,NA,
2432,HP/SIR/53F06/2017/251,Sirmur,Tanlog,30.579419,77.489113,Rock              Slide,NA,
2433,HP/SIR/53F10/2017/236,Sirmur,North of Kufar,30.579481,77.735403,Rock              Slide,NA,
2434,HP/SIR/53F06/2017/110,Sirmur,"Talon, nahanDadahu road",30.579735,77.295501,Rock              Slide,NA,
2435,HP/SIR/53F02/2017/42,Sirmur,,30.579791,77.193439,Rock              Slide,NA,
2436,HP/SIR/53F06/2017/282,Sirmur,"Serta, NahanRamaDon road",30.580003,77.306849,Rock              Slide,NA,
2437,HP/SIR/53F10/2017/237,Sirmur,North of Kufar,30.580069,77.733593,Rock              Slide,NA,
2438,HP/SIR/53F02/2017/43,Sirmur,KumarhattiNahan road,30.580348,77.192899,Rock              Slide,NA,
2439,HP/SIR/53F06/2017/109,Sirmur,"Talon, nahanDadahu road",30.580357,77.296458,Rock              Slide,NA,
2440,HP/SIR/53F10/2017/23,Sirmur,Abra Slide Abra,30.58039,77.554812,Rock cum debris   Slide,NA,
2441,HP/SIR/53F06/2017/352,Sirmur,Chaur,30.580429,77.433603,Rock              Slide,NA,
2442,HP/SIR/53F10/2017/238,Sirmur,North of Kufar,30.580509,77.733835,Rock              Slide,NA,
2443,HP/SIR/53F02/2017/44,Sirmur,KumarhattiNahan road,30.580815,77.192326,Rock              Slide,NA,
2444,HP/SIR/53F06/2017/349,Sirmur,Chaur,30.58137,77.436221,Rock              Slide,NA,
2445,HP/SIR/53F06/2017/315,Sirmur,Chandni,30.581634,77.544806,Rock              Slide,NA,
2446,HP/SIR/53F10/2017/209,Sirmur,Abra,30.581816,77.553307,Rock              Slide,NA,
2447,HP/SIR/53F10/2017/210,Sirmur,Abra,30.581942,77.553009,Rock              Slide,NA,
2448,HP/SIR/53F10/2017/225,Sirmur,Banor,30.581973,77.745424,Rock              Slide,NA,
2449,HP/SIR/53F10/2017/208,Sirmur,Abra,30.582056,77.553995,Rock              Slide,NA,
2450,HP/SIR/53F06/2017/108,Sirmur,"Jangirub, Nahan",30.582121,77.297798,Rock              Slide,NA,
2451,HP/SIR/53F10/2017/207,Sirmur,Abra,30.582323,77.553488,Rock              Slide,NA,
2452,HP/SIR/53F06/2017/19,Sirmur,Mehat,30.582735,77.478151,Debris            Slide,NA,
2453,HP/SIR/53F06/2017/20,Sirmur,Mehat,30.582889,77.47487,Rock cum debris   Slide,NA,
2454,HP/SIR/53F10/2017/246,Sirmur,Nigali,30.582987,77.729204,Rock              Slide,NA,
2455,HP/SIR/53F14/2017/17,Sirmur,Nigali R.F.,30.583117,77.754965,Rock              Slide,NA,
2456,HP/SIR/53F14/2017/22,Sirmur,Nigali R.F.,30.583117,77.754965,Rock              Slide,NA,
2457,HP/SIR/53F06/2017/350,Sirmur,Chaur,30.583708,77.43171,Rock              Slide,NA,
2458,HP/SIR/53F02/2017/71,Sirmur,NH72,30.583756,77.232885,Rock              Slide,NA,
2459,HP/SIR/53F06/2017/66,Sirmur,South of Jangirug,30.58384,77.29732,Rock,Slide,2012
2460,HP/SIR/53F06/2017/67,Sirmur,South of Jangirug,30.58386,77.29643,Rock,Slide,2012
2461,HP/SIR/53F10/2017/245,Sirmur,Nigali,30.583867,77.729523,Rock              Slide,NA,
2462,HP/SIR/53F06/2017/355,Sirmur,Chaur,30.583885,77.432713,Rock              Slide,NA,
2463,HP/SIR/53F10/2017/228,Sirmur,Banor,30.583922,77.746206,Rock              Slide,NA,
2464,HP/SIR/53F10/2017/42,Sirmur,Okhaltu,30.584037,77.621193,Rock              Slide,NA,
2465,HP/SIR/53F06/2017/356,Sirmur,Chaur,30.584086,77.43371,Rock              Slide,NA,
2466,HP/SIR/53F06/2017/107,Sirmur,"Jangirub, Nahan",30.584164,77.296146,Rock              Slide,NA,
2467,HP/SIR/53F10/2017/4,Sirmur,Guana,30.584246,77.508587,Rock              Slide,NA,
2468,HP/SIR/53F10/2017/247,Sirmur,Nigali,30.584309,77.72925,Rock              Slide,NA,
2469,HP/SIR/53F10/2017/40,Sirmur,Okhaltu,30.584329,77.618933,Rock              Slide,NA,
2470,HP/SIR/53F02/2017/70,Sirmur,NH72,30.584785,77.230105,Rock              Slide,NA,
2471,HP/SIR/53F06/2017/353,Sirmur,Chaur,30.584842,77.43347,Rock              Slide,NA,
2472,HP/SIR/53F10/2017/41,Sirmur,Okhaltu,30.585005,77.622296,Rock              Slide,NA,
2473,HP/SIR/53F10/2017/243,Sirmur,Nigali,30.585039,77.7262,Rock              Slide,NA,
2474,HP/SIR/53F10/2017/227,Sirmur,Banor,30.585161,77.744139,Rock              Slide,NA,
2475,HP/SIR/53F06/2017/360,Sirmur,Mehat,30.585209,77.479832,Rock              Slide,NA,
2476,HP/SIR/53F06/2017/354,Sirmur,Chaur,30.585375,77.426301,Rock              Slide,NA,
2477,HP/SIR/53F06/2017/65,Sirmur,Chandni,30.585383,77.540228,Rock              Slide,NA,
2478,HP/SIR/53F06/2017/314,Sirmur,Chandni,30.58546,77.539539,Rock              Slide,NA,
2479,HP/SIR/53F10/2017/226,Sirmur,Banor,30.585667,77.746755,Rock              Slide,NA,
2480,HP/SIR/53F02/2017/68,Sirmur,,30.585778,77.225786,Rock              Slide,NA,
2481,HP/SIR/53F06/2017/351,Sirmur,Chaur,30.585824,77.433614,Rock              Slide,NA,
2482,HP/SIR/53F06/2017/106,Sirmur,"Jangirub, Nahan",30.585962,77.29643,Rock              Slide,NA,
2483,HP/SIR/53F06/2017/21,Sirmur,South of Khala,30.58601,77.497446,Rock              Slide,NA,
2484,HP/SIR/53F10/2017/3,Sirmur,Guana,30.586045,77.507477,Rock              Slide,NA,
2485,HP/SIR/53F02/2017/69,Sirmur,NH72,30.58616,77.22852,Rock              Slide,NA,
2486,HP/SIR/53F10/2017/22,Sirmur,Chandni Slide Chandni,30.586342,77.537132,Rock cum debris   Slide,NA,
2487,HP/SIR/53F06/2017/91,Sirmur,"NE of Mehat, DadahuSataun",30.586528,77.491288,Rock              Slide,NA,
2488,HP/SIR/53F10/2017/43,Sirmur,Okhaltu,30.586676,77.617731,Rock              Slide,NA,
2489,HP/SIR/53F10/2017/232,Sirmur,Banor,30.587111,77.741816,Rock              Slide,NA,
2490,HP/SIR/53F10/2017/123,Sirmur,"South of Deolan,",30.587142,77.650988,Rock              Slide,NA,
2491,HP/SIR/53F10/2017/244,Sirmur,Nigali,30.587489,77.730646,Rock              Slide,NA,
2492,HP/SIR/53F06/2017/348,Sirmur,Tikar,30.587747,77.421454,Rock              Slide,NA,
2493,HP/SIR/53F06/2017/90,Sirmur,"NE of Mehat, DadahuSataun",30.587773,77.489025,Rock              Slide,NA,
2494,HP/SIR/53F10/2017/120,Sirmur,"South of Deolan,",30.587897,77.655223,Rock              Slide,NA,
2495,HP/SIR/53F10/2017/229,Sirmur,Banor,30.588195,77.743127,Rock              Slide,NA,
2496,HP/SIR/53F06/2017/92,Sirmur,"South of Khala,",30.588312,77.49624,Rock              Slide,NA,
2497,HP/SIR/53F10/2017/230,Sirmur,Banor,30.588322,77.743858,Rock              Slide,NA,
2498,HP/SIR/53F06/2017/105,Sirmur,"Jangirub, NahanDadahu road",30.588449,77.297322,Rock              Slide,NA,
2499,HP/SIR/53F10/2017/231,Sirmur,Banor,30.588815,77.741691,Rock              Slide,NA,
2500,HP/SIR/53F10/2017/177,Sirmur,"North of Chandni,",30.588822,77.519218,Rock              Slide,NA,
2501,HP/SIR/53F06/2017/71,Sirmur,South of Khala,30.588878,77.487156,Rock              Slide,NA,
2502,HP/SIR/53F10/2017/121,Sirmur,"South of Deolan,",30.588896,77.653453,Rock              Slide,NA,
2503,HP/SIR/53F06/2017/347,Sirmur,Tikar,30.58896,77.422519,Rock              Slide,NA,
2504,HP/SIR/53F10/2017/175,Sirmur,"South of Pharuwala Falls,",30.589152,77.513847,Rock            Slide,NA,
2505,HP/SIR/53F10/2017/44,Sirmur,Pipal,30.589376,77.615474,Rock            Slide,NA,
2506,HP/SIR/53F02/2017/45,Sirmur,KumarhattiNahan road,30.589404,77.191415,Rock            Slide,NA,
2507,HP/SIR/53F02/2017/72,Sirmur,NH72,30.589719,77.197398,Rock            Slide,NA,
2508,HP/SIR/53F10/2017/176,Sirmur,"North of Guana,",30.589749,77.516751,Rock            Slide,NA,
2509,HP/SIR/53F10/2017/122,Sirmur,"South of Deolan,",30.589799,77.652428,Rock            Slide,NA,
2510,HP/SIR/53F06/2017/329,Sirmur,"South of Lupu,",30.589806,77.500006,Rock            Slide,NA,
2511,HP/SIR/53F10/2017/178,Sirmur,North of Chandni,30.590118,77.519794,Rock            Slide,NA,
2512,HP/SIR/53F10/2017/163,Sirmur,Deolan,30.590253,77.663671,Rock            Slide,NA,
2513,HP/SIR/53F02/2017/73,Sirmur,NH72,30.590367,77.198082,Rock            Slide,NA,
2514,HP/SIR/53F10/2017/162,Sirmur,Deolan,30.590473,77.662389,Rock            Slide,NA,
2515,HP/SIR/53F06/2017/224,Sirmur,South of Renuka Ji,30.590878,77.468077,Rock            Slide,NA,
2516,HP/SIR/53F02/2017/74,Sirmur,Along NH72,30.59095,77.197632,Rock            Slide,NA,
2517,HP/SIR/53F10/2017/5,Sirmur,Duhlia,30.591496,77.52015,Rock            Slide,NA,
2518,HP/SIR/53F10/2017/173,Sirmur,"Baicha, Dadahu",30.591546,77.503133,Rock            Slide,NA,
2519,HP/SIR/53F10/2017/174,Sirmur,"Pharuwala Falls,",30.591977,77.512717,Rock            Slide,NA,
2520,HP/SIR/53F06/2017/104,Sirmur,"Chawahan, Nahan",30.592202,77.297388,Rock            Slide,NA,
2521,HP/SIR/53F10/2017/21,Sirmur,"Pharuwala Falls,",30.592253,77.511167,Rock            Slide,NA,
2522,HP/SIR/53F06/2017/222,Sirmur,South of Renuka Ji,30.592306,77.46919,Rock            Slide,NA,
2523,HP/SIR/53F02/2017/2,Sirmur,Bahar link road,30.592442,77.197668,Rock            Fall,NA,
2524,HP/SIR/53F10/2017/216,Sirmur,Deolan,30.592504,77.661036,Rock            Slide,NA,
2525,HP/SIR/53F02/2017/6,Sirmur,NainatikkarSarahan road,30.592505,77.198119,Rock            Fall,NA,
2526,HP/SIR/53F06/2017/223,Sirmur,South of Renuka Ji,30.592576,77.468869,Rock            Slide,NA,
2527,HP/SIR/53F10/2017/153,Sirmur,Pamta P.F.,30.592774,77.712653,Rock            Slide,NA,
2528,HP/SIR/53F02/2017/29,Sirmur,BanogKaulawala bhood road,30.592822,77.19613,Rock            Slide,NA,
2529,HP/SIR/53F10/2017/154,Sirmur,Pamta P.F.,30.592836,77.708925,Rock            Slide,NA,
2530,HP/SIR/53F06/2017/103,Sirmur,"Chawahan, Nahan",30.592864,77.298087,Rock            Slide,NA,
2531,HP/SIR/53F10/2017/1,Sirmur,Baicha,30.592957,77.50229,Rock            Slide,NA,
2532,HP/SIR/53F02/2017/46,Sirmur,,30.593067,77.194589,Rock            Slide,NA,
2533,HP/SIR/53F02/2017/28,Sirmur,KumarhattiNahan road,30.593099,77.197077,Rock            Slide,NA,
2534,HP/SIR/53F06/2017/70,Sirmur,Khala,30.593531,77.495663,Rock,Slide,2017
2535,HP/SIR/53F06/2017/221,Sirmur,South of Renuka Ji,30.593675,77.459477,Rock            Slide,NA,
2536,HP/SIR/53F10/2017/155,Sirmur,Pamta P.F.,30.593879,77.706372,Rock            Slide,NA,
2537,HP/SIR/53F06/2017/102,Sirmur,"North of Chawahan,",30.593993,77.296802,Rock            Slide,NA,
2538,HP/SIR/53F06/2017/9,Sirmur,Taran,30.594016,77.474554,Rock            Slide,NA,
2539,HP/SIR/53F06/2017/101,Sirmur,"North of Chawahan,",30.594188,77.296319,Rock            Slide,NA,
2540,HP/SIR/53F10/2017/157,Sirmur,Behaldhar,30.594509,77.69491,Rock            Slide,NA,
2541,HP/SIR/53F06/2017/217,Sirmur,South of Renuka Ji,30.594519,77.463335,Rock            Slide,NA,
2542,HP/SIR/53F06/2017/225,Sirmur,South of Renuka Ji,30.594743,77.472205,Rock            Slide,NA,
2543,HP/SIR/53F06/2017/232,Sirmur,South of Renuka Ji,30.594831,77.478943,Rock            Slide,NA,
2544,HP/SIR/53F06/2017/226,Sirmur,South of Renuka Ji,30.594877,77.47272,Rock              Slide,NA,
2545,HP/SIR/53F06/2017/230,Sirmur,South of Renuka Ji,30.595003,77.477996,Rock              Slide,NA,
2546,HP/SIR/53F06/2017/227,Sirmur,South of Renuka Ji,30.595124,77.471094,Rock              Slide,NA,
2547,HP/SIR/53F06/2017/229,Sirmur,South of Renuka Ji,30.595144,77.46899,Rock              Slide,NA,
2548,HP/SIR/53F06/2017/228,Sirmur,South of Renuka Ji,30.595202,77.472934,Rock              Slide,NA,
2549,HP/SIR/53F10/2017/158,Sirmur,Behaldhar,30.595236,77.69475,Rock              Slide,NA,
2550,HP/SIR/53F06/2017/220,Sirmur,South of Renuka Ji,30.595264,77.457866,Rock              Slide,NA,
2551,HP/SIR/53F02/2017/47,Sirmur,,30.595394,77.194045,Rock              Slide,NA,
2552,HP/SIR/53F06/2017/231,Sirmur,South of Renuka Ji,30.595454,77.479514,Rock              Slide,NA,
2553,HP/SIR/53F06/2017/15,Sirmur,South of Baneri,30.595571,77.388292,Rock              Slide,NA,
2554,HP/SIR/53F10/2017/156,Sirmur,Behaldhar,30.595658,77.700842,Rock              Slide,NA,
2555,HP/SIR/53F06/2017/18,Sirmur,South of Baneri,30.595955,77.386349,Rock              Slide,NA,
2556,HP/SIR/53F10/2017/160,Sirmur,Kankot,30.596028,77.689696,Rock              Slide,NA,
2557,HP/SIR/53F06/2017/185,Sirmur,"South of Kanoti, SH1",30.596311,77.285489,Rock cum debris   Slide,NA,
2558,HP/SIR/53F06/2017/218,Sirmur,South of Renuka Ji,30.596407,77.462859,Rock              Slide,NA,
2559,HP/SIR/53F06/2017/184,Sirmur,"South of Kanoti, SH1",30.596416,77.286487,Rock              Slide,NA,
2560,HP/SIR/53F06/2017/14,Sirmur,Kashoga R.F.,30.596567,77.393825,Rock              Slide,NA,
2561,HP/SIR/53F06/2017/10,Sirmur,Ganwara,30.596678,77.407991,Rock              Slide,NA,
2562,HP/SIR/53F06/2017/219,Sirmur,South of Renuka Ji,30.596751,77.462563,Rock              Slide,NA,
2563,HP/SIR/53F06/2017/11,Sirmur,Ganwara,30.596792,77.406617,Rock              Slide,NA,
2564,HP/SIR/53F06/2017/186,Sirmur,"South of Kanoti, SH1",30.596844,77.287316,Rock              Slide,NA,
2565,HP/SIR/53F06/2017/187,Sirmur,"South of Kanoti, SH1",30.596885,77.287472,Rock              Slide,NA,
2566,HP/SIR/53F06/2017/183,Sirmur,"South of Kanoti, SH1",30.596928,77.288555,Rock              Slide,NA,
2567,HP/SIR/53F10/2017/115,Sirmur,Kankot,30.596944,77.683118,Rock              Slide,NA,
2568,HP/SIR/53F10/2017/2,Sirmur,Lupli,30.596947,77.503792,Rock              Slide,NA,
2569,HP/SIR/53F10/2017/159,Sirmur,Kankot,30.597011,77.691497,Rock              Slide,NA,
2570,HP/SIR/53F06/2017/182,Sirmur,"South of Kanoti, SH1",30.597061,77.289646,Rock              Slide,NA,
2571,HP/SIR/53F06/2017/96,Sirmur,"North of Chawahan,",30.59726,77.292322,Rock              Slide,NA,
2572,HP/SIR/53F06/2017/95,Sirmur,"North of Chawahan,",30.597282,77.290775,Rock              Slide,NA,
2573,HP/SIR/53F10/2017/161,Sirmur,Kankot,30.597382,77.690735,Rock              Slide,NA,
2574,HP/SIR/53F06/2017/94,Sirmur,"North of Chawahan,",30.597471,77.291025,Rock              Slide,NA,
