Sl_No,Slide_No,District,Location,Latitude,Longitude,Material_Involved,Movement,History
2914,HP/SIR/53F10/2017/272,Sirmur,Shri Kyari R.F.,30.712209,77.67226,Rock            Slide,NA,
2915,HP/SIR/53F06/2017/159,Sirmur,South of Chinar,30.712291,77.389805,Rock            Slide,NA,
2916,HP/SIR/53F10/2017/150,Sirmur,Shri Kyari R.F.,30.712602,77.664866,Rock            Slide,NA,
2917,HP/SIR/53F06/2017/155,Sirmur,South of Chinar,30.713057,77.386936,Rock            Slide,NA,
2918,HP/SIR/53F10/2017/273,Sirmur,Shri Kyari R.F.,30.713681,77.672466,Rock            Slide,NA,
2919,HP/SIR/53F10/2017/270,Sirmur,Shri Kyari R.F.,30.714397,77.662803,Rock            Slide,NA,
2920,HP/SIR/53F10/2017/271,Sirmur,Shri Kyari R.F.,30.714812,77.662951,Rock            Slide,NA,
2921,HP/SIR/53F10/2017/274,Sirmur,Shri Kyari R.F.,30.715237,77.668257,Rock            Slide,NA,
2922,HP/SIR/53F10/2017/269,Sirmur,Shri Kyari R.F.,30.715865,77.667312,Rock            Slide,NA,
2923,HP/SIR/53F06/2017/266,Sirmur,East of Kufar,30.718982,77.361832,Rock            Slide,NA,
2924,HP/SIR/53F10/2017/76,Sirmur,"Rapail, PaontaShillai road",30.719302,77.695346,Rock            Slide,NA,
2925,HP/SIR/53F10/2017/149,Sirmur,West of Tikar,30.720006,77.67533,Rock            Slide,NA,
2926,HP/SIR/53F10/2017/148,Sirmur,West of Tikar,30.720029,77.674827,Rock            Slide,NA,
2927,HP/SIR/53F10/2017/147,Sirmur,West of Tikar,30.721078,77.676601,Rock            Slide,NA,
2928,HP/SIR/53F06/2017/264,Sirmur,East of Kufar,30.721337,77.372189,Rock            Slide,NA,
2929,HP/SIR/53F06/2017/265,Sirmur,East of Kufar,30.721646,77.364822,Rock            Slide,NA,
2930,HP/SIR/53F06/2017/267,Sirmur,East of Kufar,30.722552,77.367069,Rock            Slide,NA,
2931,HP/SIR/53F06/2017/370,Sirmur,East of Kufar,30.722871,77.364923,Rock            Slide,NA,
2932,HP/SIR/53F06/2017/263,Sirmur,East of Kufar,30.723503,77.367245,Rock            Slide,NA,
2933,HP/SIR/53F06/2017/369,Sirmur,East of Kufar,30.723516,77.364084,Rock            Slide,NA,
2934,HP/SIR/53F10/2017/146,Sirmur,West of Tikar,30.723534,77.675492,Rock            Slide,NA,
2935,HP/SIR/53F06/2017/371,Sirmur,East of Kufar,30.723605,77.363598,Rock            Slide,NA,
2936,HP/SIR/53F06/2017/368,Sirmur,East of Kufar,30.725697,77.37016,Rock            Slide,NA,
2937,HP/SIR/53F06/2017/262,Sirmur,East of Kufar,30.725926,77.366081,Rock            Slide,NA,
2938,HP/SIR/53F06/2017/277,Sirmur,Khurkuna,30.72611,77.332449,Rock            Slide,NA,
2939,HP/SIR/53F10/2017/145,Sirmur,Katara,30.726343,77.675688,Rock            Slide,NA,
2940,HP/SIR/53F10/2017/144,Sirmur,Katara,30.726467,77.673878,Rock            Slide,NA,
2941,HP/SIR/53F06/2017/272,Sirmur,Khurkuna,30.727121,77.331929,Rock            Slide,NA,
2942,HP/SIR/53F06/2017/273,Sirmur,Khurkuna,30.728517,77.330487,Rock            Slide,NA,
2943,HP/SIR/53F10/2017/143,Sirmur,Katara,30.729178,77.677944,Rock            Slide,NA,
2944,HP/SIR/53F06/2017/276,Sirmur,Khurkuna,30.730205,77.336433,Rock            Slide,NA,
2945,HP/SIR/53F10/2017/142,Sirmur,Katara,30.730258,77.678059,Rock            Slide,NA,
2946,HP/SIR/53F06/2017/259,Sirmur,North of Kufar,30.7313,77.357153,Rock            Slide,NA,
2947,HP/SIR/53F06/2017/260,Sirmur,North of Kufar,30.73142,77.356582,Rock              Slide,NA,
2948,HP/SIR/53F06/2017/261,Sirmur,North of Kufar,30.731873,77.355672,Rock              Slide,NA,
2949,HP/SIR/53F06/2017/271,Sirmur,Khurkuna,30.732603,77.332733,Rock              Slide,NA,
2950,HP/SIR/53F10/2017/139,Sirmur,Katara,30.732812,77.675608,Rock cum debris   Slide,NA,
2951,HP/SIR/53F10/2017/140,Sirmur,Katara,30.733797,77.675748,Rock              Slide,NA,
2952,HP/SIR/53F06/2017/270,Sirmur,Khurkuna,30.733852,77.329866,Rock              Slide,NA,
2953,HP/SIR/53F06/2017/269,Sirmur,Khurkuna,30.733869,77.329447,Rock              Slide,NA,
2954,HP/SOL/53F02/2017/88,Solan,,30.734038,77.134426,Rock              Slide,NA,
2955,HP/SIR/53F06/2017/268,Sirmur,Khurkuna,30.734759,77.328535,Rock              Slide,NA,
2956,HP/SIR/53F10/2017/215,Sirmur,Anyar,30.735398,77.72563,Rock              Slide,NA,
2957,HP/SIR/53F10/2017/213,Sirmur,Umri,30.737355,77.716318,Rock              Slide,NA,
2958,HP/SIR/53F06/2017/275,Sirmur,Khurkuna,30.73755,77.331507,Rock              Slide,NA,
2959,HP/SIR/53F10/2017/141,Sirmur,Katara,30.737838,77.675959,Rock              Slide,NA,
2960,HP/SIR/53F10/2017/214,Sirmur,Umri,30.738046,77.714846,Rock              Slide,NA,
2961,HP/SIR/53F06/2017/274,Sirmur,Khurkuna,30.738662,77.33066,Rock              Slide,NA,
2962,HP/SIR/53F10/2017/212,Sirmur,Sanog,30.73876,77.708543,Rock              Slide,NA,
2963,HP/SIR/53F10/2017/211,Sirmur,Sanog,30.74017,77.705436,Rock              Slide,NA,
2964,HP/SOL/53F02/2017/102,Solan,Palticut road,30.74873,77.169596,Rock              Slide,NA,
2965,HP/SOL/53F02/2017/103,Solan,Palticut road,30.74873,77.169596,Rock              Slide,NA,
2966,HP/SOL/53F01/2017/268,Solan,KumarhattiNahan road,30.749265,77.170328,Rock              Slide,NA,
2967,HP/SIR/53F05/2017/16,Sirmur,Lana Macher,30.753561,77.315803,Rock cum debris   Slide,NA,
2968,HP/SOL/53F01/2017/322,Solan,NainatikkarSarahan road,30.754536,77.132663,Rock              Slide,NA,
2969,HP/SIR/53F05/2017/26,Sirmur,Bhanra/MDR3,30.754653,77.441347,Rock              Fall,NA,
2970,HP/SIR/53F05/2017/22,Sirmur,Bhanra,30.755364,77.307417,Debris            Slide,NA,
2971,HP/SIR/53F05/2017/23,Sirmur,"MDR3,Bhanra",30.755944,77.441825,Rock cum debris   Fall,NA,
2972,HP/SIR/53F05/2017/85,Sirmur,Kotla mangan,30.756336,77.315536,Rock cum debris   Slide,NA,
2973,HP/SIR/53F05/2017/17,Sirmur,Kotla mangan,30.7565,77.316869,Rock              Fall,NA,
2974,HP/SIR/53F09/2017/45,Sirmur,Jarwa Juneile,30.756508,77.597869,Debris            Slide,NA,
2975,HP/SIR/53F05/2017/90,Sirmur,Kotla mangan,30.756844,77.317569,Rock cum debris   Slide,NA,
2976,HP/SHM/53F09/2017/49,Shimla,Haripurdhar Ranat Road,30.756917,77.632889,Rock cum debris   Slide,NA,
2977,HP/SIR/53F05/2017/27,Sirmur,Bhanra,30.757153,77.439139,Rock              Fall,NA,
2978,HP/SHM/53F09/2017/46,Shimla,JurwaThariya village,30.758361,77.599611,Rock cum debris   Slide,NA,
2979,HP/SIR/53F09/2017/44,Sirmur,Haripurdhar Ranat Road,30.758475,77.592844,Rock cum debris   Slide,NA,
2980,HP/SIR/53F09/2017/43,Sirmur,Haripurdhar Ranat Road,30.758528,77.58975,Rock cum debris   Slide,NA,
2981,HP/SIR/53F09/2017/42,Sirmur,Haripurdhar Ranat Road,30.758578,77.589211,Debris            Slide,NA,
2982,HP/SHM/53F09/2017/48,Shimla,Panog,30.759694,77.609639,Debris            Slide,NA,
2983,HP/SHM/53F09/2017/47,Shimla,Haripurdhar Ranat Road,30.761214,77.603542,Rock cum debris   Slide,NA,
2984,HP/SIR/53F09/2017/39,Sirmur,"Tikiri Dasakna,",30.761308,77.603703,Debris            Slide,NA,
2985,HP/SOL/53F01/2017/72,Solan,NaragDalhan road,30.761546,77.197579,Debris            Slide,NA,
2986,HP/SIR/53F05/2017/47,Sirmur,Chaloga Byas,30.761947,77.308911,Debris            Slide,NA,
2987,HP/SIR/53F05/2017/43,Sirmur,Naichana,30.762094,77.437281,Rock              Fall,NA,
2988,HP/SOL/53F01/2017/320,Solan,KumarhattiNahan road,30.762115,77.152756,Rock              Slide,NA,
2989,HP/SIR/53F05/2017/19,Sirmur,Bagrauti,30.762161,77.307811,Debris            Fall,NA,
2990,HP/SHM/53F09/2017/26,Shimla,Tikiri Dasakna,30.764453,77.561217,Debris            Slide,NA,
2991,HP/SIR/53F09/2017/41,Sirmur,Haripurdhar Ranat Road,30.765167,77.582911,Rock cum debris   Slide,NA,
2992,HP/SIR/53F05/2017/62,Sirmur,Naichana,30.765497,77.411125,Debris            Slide,NA,
2993,HP/SIR/53F09/2017/40,Sirmur,Haripurdhar Ranat Road,30.765642,77.581697,Debris            Slide,NA,
2994,HP/SOL/53F01/2017/267,Solan,KumarhattiNahan road,30.766811,77.148463,Rock              Slide,NA,
2995,HP/SHM/53F09/2017/33,Shimla,"Tikiri Dasakna,",30.767306,77.566417,Rock cum debris   Slide,NA,
2996,HP/SHM/53F09/2017/27,Shimla,Tikiri Dasakna,30.767344,77.560942,Rock cum debris   Slide,NA,
2997,HP/SHM/53F09/2017/34,Shimla,"Tikiri Dasakna,",30.767381,77.560906,Rock cum debris   Slide,NA,
2998,HP/SHM/53F09/2017/28,Shimla,Tikiri Dasakna,30.767417,77.561167,Debris            Slide,NA,
2999,HP/SHM/53F09/2017/38,Shimla,"Tikiri Dasakna,",30.768222,77.569083,Rock cum debris   Slide,NA,
3000,HP/SHM/53F09/2017/36,Shimla,"Tikiri Dasakna,",30.768283,77.565092,Rock cum debris   Slide,NA,
3001,HP/SHM/53F09/2017/32,Shimla,Tikiri Dasakna,30.768611,77.56325,Debris            Slide,NA,
3002,HP/SHM/53F09/2017/35,Shimla,"Tikiri Dasakna,",30.768611,77.56325,Debris            Slide,NA,
3003,HP/SHM/53F09/2017/29,Shimla,Tikiri Dasakna,30.768731,77.558567,Debris            Slide,NA,
3004,HP/SHM/53F09/2017/30,Shimla,Tikiri Dasakna,30.768917,77.561056,Debris            Slide,NA,
3005,HP/SHM/53F09/2017/37,Shimla,"Tikiri Dasakna,",30.769325,77.567106,Debris            Slide,NA,
3006,HP/SIR/53F05/2017/49,Sirmur,"Khairi,MDR3",30.769636,77.300794,Rock              Fall,NA,
3007,HP/SHM/53F09/2017/31,Shimla,Tikiri Dasakna,30.769778,77.561889,Rock cum debris   Slide,NA,
3008,HP/SIR/53F09/2017/24,Sirmur,Haripurdhar,30.771331,77.531839,Rock cum debris   Slide,NA,
3009,HP/SHM/53F09/2017/25,Shimla,Haripurdhar,30.771619,77.554289,Debris            Slide,NA,
3010,HP/SOL/53F01/2017/33,Solan,NainatikkarSarahan road,30.772285,77.122619,Rock              Fall,NA,
3011,HP/SHM/53F09/2017/50,Shimla,Kot/MDR6,30.773153,77.637481,Rock cum debris   Slide,NA,
3012,HP/SHM/53F09/2017/82,Shimla,Kulath link road,30.773192,77.648636,Debris            Slide,NA,
3013,HP/SIR/53F05/2017/86,Sirmur,Kathli Barahan,30.7737,77.340817,Debris            Slide,NA,
3014,HP/SIR/53F05/2017/56,Sirmur,Deva Manal,30.774881,77.445561,Rock cum debris   Slide,NA,
3015,HP/SOL/53F01/2017/266,Solan,KumarhattiNahan road,30.774996,77.145521,Rock              Slide,NA,
3016,HP/SIR/53F05/2017/13,Sirmur,Kanada Koti,30.776856,77.484003,Debris,Slide,2017
3017,HP/SOL/53F01/2017/319,Solan,KumarhattiNahan road,30.776939,77.143723,Rock              Slide,NA,
3018,HP/SIR/53F05/2017/24,Sirmur,Lana Marag,30.776981,77.295697,Debris            Slide,NA,
3019,HP/SIR/53F05/2017/33,Sirmur,Bhutli,30.778319,77.358242,Rock cum debris   Slide,NA,
3020,HP/SIR/53F05/2017/21,Sirmur,Chunar,30.778547,77.295728,Debris            Slide,NA,
3021,HP/SIR/53F05/2017/84,Sirmur,Khairi,30.779231,77.298042,Debris            Slide,NA,
3022,HP/SIR/53F05/2017/42,Sirmur,Chunwin Board,30.782442,77.496183,Debris            Slide,NA,
3023,HP/SOL/53F01/2017/318,Solan,KumarhattiNahan road,30.784137,77.141954,Rock              Slide,NA,
3024,HP/SOL/53F01/2017/265,Solan,KumarhattiNahan road,30.788977,77.134107,Rock              Slide,NA,
3025,HP/SIR/53F05/2017/28,Sirmur,Rihana,30.790303,77.354767,Soil              Slide,NA,
3026,HP/SIR/53F05/2017/41,Sirmur,Kathli Barahan,30.790508,77.354406,Debris            Slide,NA,
3027,HP/SIR/53F05/2017/6,Sirmur,"Soda Dhayari, link road",30.79053,77.299,Rock cum debris   Slide,NA,
3028,HP/SOL/53F01/2017/60,Solan,NaragOcchghat road,30.791955,77.186376,Debris            Slide,NA,
3029,HP/SOL/53F01/2017/317,Solan,KumarhattiNahan road,30.792254,77.128005,Rock              Slide,NA,
3030,HP/SOL/53F01/2017/369,Solan,NaragDalhan road,30.792495,77.197579,Rock              Slide,NA,
3031,HP/SIR/53F05/2017/44,Sirmur,Rihana,30.793361,77.356611,Rock cum debris   Slide,NA,
3032,HP/SOL/53F01/2017/264,Solan,KumarhattiNahan road,30.794557,77.124415,Rock              Slide,NA,
3033,HP/SOL/53F01/2017/370,Solan,NaragOcchghat road,30.794565,77.19421,Rock              Slide,NA,
3034,HP/SOL/53F01/2017/64,Solan,NainatikkarDhangiar road,30.79637,77.109587,Debris            Slide,NA,
3035,HP/SOL/53F01/2017/22,Solan,KumarhattiNahan road,30.796643,77.125267,Rock              Fall,NA,
3036,HP/SOL/53B13/2017/198,Solan,,30.797625,76.99224,Rock              Slide,NA,
3037,HP/SOL/53B13/2017/199,Solan,,30.797745,76.990504,Rock              Slide,NA,
3038,HP/SOL/53F01/2017/263,Solan,KumarhattiNahan road,30.797923,77.123339,Rock              Slide,NA,
3039,HP/SOL/53B13/2017/200,Solan,,30.798125,76.991206,Rock              Slide,NA,
3040,HP/SOL/53F01/2017/371,Solan,NaragOcchghat road,30.798593,77.19351,Rock              Slide,NA,
3041,HP/SIR/53F05/2017/45,Sirmur,Lana Chaita,30.798772,77.360256,Rock cum debris   Slide,NA,
3042,HP/SOL/53B13/2017/197,Solan,,30.798874,76.989274,Rock              Slide,NA,
3043,HP/SOL/53F01/2017/372,Solan,NaragOcchghat road,30.799786,77.193251,Rock              Slide,NA,
3044,HP/SIR/53F05/2017/7,Sirmur,"Soda Dhayari, link road",30.800128,77.312919,Rock cum debris   Slide,NA,
3045,HP/SIR/53F05/2017/5,Sirmur,Ravna Village,30.801506,77.260769,Rock cum debris,Slide,2004
3046,HP/SIR/53F05/2017/9,Sirmur,Lana Shalora,30.806653,77.262894,Rock cum debris   Slide,NA,
3047,HP/SIR/53F05/2017/12,Sirmur,Jubal Chandesh,30.807833,77.318803,Rock cum debris,Slide,2011
3048,HP/SOL/53F01/2017/21,Solan,KumarhattiNahan road,30.808098,77.115981,Rock              Fall,NA,
3049,HP/SIR/53F05/2017/3,Sirmur,Choures/MDR2,30.808833,77.458667,Rock cum debris   Slide,NA,
3050,HP/SOL/53F01/2017/262,Solan,KumarhattiNahan road,30.808865,77.116067,Rock              Slide,NA,
3051,HP/SOL/53F01/2017/261,Solan,KumarhattiNahan road,30.809376,77.115386,Rock              Slide,NA,
3052,HP/SOL/53F01/2017/260,Solan,KumarhattiNahan road,30.809627,77.114367,Rock              Slide,NA,
3053,HP/SOL/53F01/2017/258,Solan,KumarhattiNahan road,30.810925,77.107749,Rock              Slide,NA,
3054,HP/SOL/53F01/2017/257,Solan,KumarhattiNahan road,30.811343,77.107299,Rock              Slide,NA,
3055,HP/SOL/53F01/2017/259,Solan,KumarhattiNahan road,30.811467,77.113814,Rock              Slide,NA,
3056,HP/SOL/53F01/2017/374,Solan,NainatikkarNarag road,30.811624,77.124285,Rock              Slide,NA,
3057,HP/SOL/53F01/2017/283,Solan,NaragKaasar link road,30.811781,77.232766,Rock              Slide,NA,
3058,HP/SOL/53F01/2017/373,Solan,NaragOcchghat road,30.811938,77.186154,Rock              Slide,NA,
3059,HP/SOL/53F01/2017/282,Solan,NaragKaasar link road,30.811952,77.230651,Rock              Slide,NA,
3060,HP/SOL/53F01/2017/414,Solan,NainatikkarNarag road,30.81311,77.12205,Rock              Slide,NA,
3061,HP/SOL/53F01/2017/424,Solan,NaragKaasar road,30.813149,77.24502,Rock              Slide,NA,
3062,HP/SIR/53F05/2017/29,Sirmur,Karang,30.813208,77.344883,Rock cum debris   Slide,NA,
3063,HP/SOL/53F01/2017/423,Solan,NaragKaasar road,30.813277,77.246838,Rock              Slide,NA,
3064,HP/SOL/53F01/2017/43,Solan,NainatikkarNarag road,30.813361,77.122746,Rock              Fall,NA,
3065,HP/SOL/53F01/2017/199,Solan,KumarhattiNahan road,30.813386,77.10805,Rock              Slide,NA,
3066,HP/SOL/53F01/2017/281,Solan,NaragKaasar link road,30.813565,77.2292,Rock              Slide,NA,
3067,HP/SOL/53F01/2017/279,Solan,NaragKaasar link road,30.813892,77.226114,Rock              Slide,NA,
3068,HP/SOL/53F01/2017/280,Solan,NaragKaasar link road,30.813918,77.227606,Rock              Slide,NA,
3069,HP/SOL/53F01/2017/428,Solan,TarolChakki Mor road,30.81403,77.039597,Rock              Slide,NA,
3070,HP/SIR/53F05/2017/4,Sirmur,Nohra/ SH6,30.8155,77.4225,Rock cum debris   Slide,NA,
3071,HP/SOL/53F01/2017/256,Solan,KumarhattiNahan road,30.816123,77.106417,Rock              Slide,NA,
3072,HP/SOL/53F01/2017/273,Solan,NaragKaasar link road,30.816162,77.221346,Rock              Slide,NA,
3073,HP/SOL/53F01/2017/274,Solan,NaragKaasar link road,30.816242,77.222381,Rock              Slide,NA,
3074,HP/SOL/53F01/2017/278,Solan,NaragKaasar link road,30.81664,77.220488,Rock              Slide,NA,
3075,HP/SOL/53F01/2017/52,Solan,BhojnagarParwanoo road,30.817169,77.001923,Debris            Slide,NA,
3076,HP/SOL/53F01/2017/425,Solan,NaragKaasar road,30.817392,77.245514,Rock              Slide,NA,
3077,HP/SOL/53F01/2017/198,Solan,KumarhattiNahan road,30.817464,77.10337,Rock              Slide,NA,
3078,HP/SOL/53F01/2017/50,Solan,BhojnagarParwanoo road,30.817489,77.001252,Debris            Slide,NA,
3079,HP/SOL/53B13/2017/108,Solan,NH22,30.817648,76.985689,Rock              Slide,NA,
3080,HP/SIR/53F05/2017/15,Sirmur,Lana Shalora,30.817778,77.260961,Debris            Slide,NA,
3081,HP/SOL/53F01/2017/189,Solan,NH22,30.817883,77.002769,Rock              Slide,NA,
3082,HP/SOL/53F01/2017/276,Solan,NaragKaasar link road,30.818034,77.217724,Rock              Slide,NA,
3083,HP/SOL/53F01/2017/277,Solan,NaragKaasar link road,30.818156,77.216525,Rock              Slide,NA,
3084,HP/SOL/53F01/2017/275,Solan,NaragKaasar link road,30.818168,77.220252,Rock              Slide,NA,
3085,HP/SIR/53F05/2017/40,Sirmur,Nohra,30.818644,77.427078,Rock              Fall,NA,
3086,HP/SOL/53F01/2017/170,Solan,BhojnagarParwanoo road,30.818652,77.000616,Rock              Slide,NA,
3087,HP/SOL/53F01/2017/197,Solan,KumarhattiNahan road,30.818699,77.102092,Rock              Slide,NA,
3088,HP/SOL/53B13/2017/83,Solan,NH22,30.818765,76.986988,Rock              Slide,NA,
3089,HP/SOL/53F01/2017/420,Solan,NaragGiripul road,30.819297,77.198631,Rock              Slide,NA,
3090,HP/SOL/53F01/2017/48,Solan,KumarhattiNahan road,30.819357,77.101985,Debris            Slide,NA,
3091,HP/SOL/53F01/2017/419,Solan,SumanaKandaghat road,30.819792,77.188905,Rock              Slide,NA,
3092,HP/SOL/53F01/2017/360,Solan,NaragGiripul road,30.819792,77.188905,Rock              Slide,NA,
3093,HP/SOL/53F01/2017/10,Solan,KumarhattiNahan road,30.820494,77.100911,Rock              Fall,NA,
3094,HP/SOL/53F01/2017/315,Solan,KumarhattiNahan road,30.821032,77.090353,Rock              Slide,NA,
3095,HP/SOL/53F01/2017/218,Solan,SH02,30.821492,77.096026,Rock              Slide,NA,
3096,HP/SOL/53F01/2017/51,Solan,KumarhattiNahan road,30.821492,77.096026,Debris            Slide,NA,
3097,HP/SOL/53F01/2017/316,Solan,KumarhattiNahan road,30.821634,77.098513,Rock              Slide,NA,
3098,HP/SOL/53F01/2017/300,Solan,BhojnagarChakki road,30.822851,77.0185,Rock              Slide,NA,
3099,HP/SOL/53F01/2017/301,Solan,BhojnagarChakki road,30.823072,77.020249,Rock              Slide,NA,
3100,HP/SIM/53F13/2016/16,Shimla,Antrouli-Gumma road Antrouli-Gumma road,30.8232,77.7503,Rock              Slide,NA,
3101,HP/SHI/53F13/2016/20,Shimla,ANTROULI-GUMMA ROAD,30.8232,77.7503,Debris            Slide,NA,
3102,HP/SHI/53F13/2016/21,Shimla,ANTROULI-GUMMA ROAD,30.8233,77.7506,Debris            Slide,NA,
3103,HP/SIM/53F13/2016/17,Shimla,Antrouli-Gumma road Antrouli-Gumma road,30.8234,77.7507,Rock              Slide,NA,
3104,HP/SIM/53F13/2016/18,Shimla,Antrouli-Gumma road Antrouli-Gumma road,30.8235,77.7514,Rock              Slide,NA,
3105,HP/SHI/53F13/2016/7,Shimla,ANTROULI-GUMMA ROAD,30.8235,77.7514,Debris            Slide,NA,
3106,HP/SOL/53B13/2017/61,Solan,BhojnagarParwanoo road,30.823684,76.988697,Rock              Slide,NA,
3107,HP/SOL/53F01/2017/426,Solan,NaragKaasar road,30.824026,77.242462,Rock              Slide,NA,
3108,HP/SOL/53B13/2017/16,Solan,,30.824423,76.988677,Debris            Slide,NA,
3109,HP/MAN/53E01/2015/21,Mandi,,30.824722,77.077139,Rock              Slide,NA,
3110,HP/MAN/53E01/2015/22,Mandi,,30.824722,77.077139,Rock cum debris   Slide,NA,
3111,HP/MAN/53E01/2015/23,Mandi,Jhanjheli-Thunag road,30.824722,77.077139,Debris            Slide,NA,
3112,HP/SOL/53F01/2017/27,Solan,NaragGiripul road,30.82501,77.19503,Rock              Fall,NA,
3113,HP/SIM/53F13/2016/19,Shimla,Near Gumma Gumma-Choinyain road,30.8257,77.7517,Rock              Slide,NA,
3114,HP/SHI/53F13/2016/22,Shimla,NEAR GUMMAGUMMA-,30.8257,77.7517,Debris            Slide,NA,
3115,HP/SIM/53F13/2016/20,Shimla,Near Gumma Gumma-Choinyain road,30.8258,77.7515,Rock              Slide,NA,
3116,HP/SHI/53F13/2016/23,Shimla,NEAR GUMMAGUMMA-,30.8258,77.7515,Debris            Slide,NA,
3117,HP/SOL/53B13/2017/110,Solan,NH22,30.826102,76.965403,Rock              Slide,NA,
3118,HP/SOL/53B13/2017/60,Solan,Opposite of Timber Trial,30.826478,76.989665,Rock              Slide,NA,
3119,HP/SIM/53F13/2016/22,Shimla,Near Gumma Gumma-Choinyain road,30.8269,77.7528,Rock              Slide,NA,
3120,HP/SHI/53F13/2016/25,Shimla,NEAR GUMMAGUMMA-,30.8269,77.7528,Debris            Slide,NA,
3121,HP/SOL/53F01/2017/186,Solan,NH22,30.826948,77.008967,Rock              Slide,NA,
3122,HP/SIM/53F13/2016/23,Shimla,Near Gumma Gumma-Choinyain road,30.8272,77.7556,Rock              Slide,NA,
3123,HP/SHI/53F13/2016/26,Shimla,NEAR GUMMAGUMMA-,30.8272,77.7556,Debris            Slide,NA,
3124,HP/SIM/53F13/2016/24,Shimla,Near Gumma Gumma-Choinyain road,30.8275,77.7559,Rock              Slide,NA,
3125,HP/SHI/53F13/2016/24,Shimla,NEAR GUMMAGUMMA-,30.8275,77.7559,Debris            Slide,NA,
3126,HP/SOL/53B13/2017/125,Solan,Opposite of Timber Trial,30.82761,76.989722,Rock              Slide,NA,
3127,HP/SOL/53B13/2017/109,Solan,NH22,30.827686,76.968638,Rock              Slide,NA,
3128,HP/SOL/53B13/2017/90,Solan,NH22,30.827707,76.961819,Rock              Slide,NA,
3129,HP/SOL/53F01/2017/188,Solan,NH22,30.827897,77.006395,Rock              Slide,NA,
3130,HP/SOL/53F01/2017/187,Solan,NH22,30.828353,77.007578,Rock              Slide,NA,
3131,HP/SOL/53B13/2017/124,Solan,Opposite of Timber Trial,30.82874,76.990386,Rock              Slide,NA,
3132,HP/SIM/53F13/2016/26,Shimla,Near Choinyan,30.8306,77.7571,Rock              Slide,NA,
3133,HP/SHI/53F13/2016/6,Shimla,NEAR CHOINYAN,30.8306,77.7571,Debris            Slide,NA,
3134,HP/SOL/53B13/2017/59,Solan,BhojnagarChakki road,30.831193,76.997315,Rock              Slide,NA,
3135,HP/SOL/53F01/2017/28,Solan,NaragGiripul road,30.83154,77.186415,Rock              Fall,NA,
3136,HP/SIM/53F13/2016/25,Shimla,Near Choinyan Right bank of Shalong Gad,30.8316,77.7567,Rock              Slide,NA,
3137,HP/SHI/53F13/2016/16,Shimla,NEAR CHOINYAN RIGHT BANK,30.8316,77.7567,Debris            Slide,NA,
3138,HP/SOL/53B13/2017/121,Solan,NH22,30.831859,76.967198,Rock              Slide,NA,
3139,HP/SOL/53B13/2017/120,Solan,NH22,30.831872,76.96791,Rock              Slide,NA,
3140,HP/SOL/53F01/2017/314,Solan,KumarhattiNahan road,30.832338,77.07517,Rock              Slide,NA,
3141,HP/SHM/53F09/2017/81,Shimla,Kulath link road,30.832486,77.586469,Debris            Slide,NA,
3142,HP/SIM/53F13/2016/27,Shimla,Near Choinyan,30.834,77.7552,Debris            Slide,NA,
3143,HP/SHI/53F13/2016/17,Shimla,NEAR CHOINYAN,30.834,77.7552,Debris            Slide,NA,
3144,HP/SOL/53B13/2017/21,Solan,NH22,30.834476,76.96533,Debris            Slide,NA,
3145,HP/SOL/53B13/2017/49,Solan,NH22,30.8359,76.9796,Rock              Slide,NA,
3146,HP/SHM/53F09/2017/79,Shimla,Jannu link road,30.835958,77.599678,Rock cum debris   Slide,NA,
3147,HP/SOL/53F01/2017/382,Solan,left bank of Giri River,30.836,77.250384,Rock              Slide,NA,
3148,HP/SOL/53F01/2017/381,Solan,left bank of Giri River,30.836065,77.249966,Rock              Slide,NA,
3149,HP/SOL/53B13/2017/93,Solan,NH22,30.83609,76.983865,Rock              Slide,NA,
3150,HP/SOL/53F01/2017/415,Solan,NainatikkarNarag road,30.836108,77.162248,Rock              Slide,NA,
3151,HP/SOL/53F01/2017/416,Solan,NainatikkarNarag road,30.836108,77.162248,Rock              Slide,NA,
3152,HP/SOL/53F01/2017/340,Solan,NaragOcchghat road,30.83638,77.163064,Rock              Slide,NA,
3153,HP/SOL/53B13/2017/91,Solan,NH22,30.83645,76.982895,Rock              Slide,NA,
3154,HP/SOL/53F01/2017/168,Solan,BhojnagarChakki road,30.836954,77.004814,Rock              Slide,NA,
3155,HP/SOL/53F01/2017/380,Solan,left bank of Giri River,30.837003,77.248815,Rock              Slide,NA,
3156,HP/SHM/53F09/2017/78,Shimla,Jannu link road,30.8371,77.6023,Debris            Slide,NA,
3157,HP/SOL/53F01/2017/169,Solan,BhojnagarChakki road,30.837289,77.003353,Rock              Slide,NA,
3158,HP/SHM/53F09/2017/76,Shimla,Jannu link road,30.837478,77.603439,Debris            Slide,NA,
3159,HP/SOL/53F01/2017/379,Solan,left bank of Giri River,30.837481,77.247151,Rock              Slide,NA,
3160,HP/SHM/53F09/2017/77,Shimla,Jannu link road,30.837889,77.604189,Debris            Slide,NA,
3161,HP/SOL/53F01/2017/435,Solan,KandaghatChail road,30.838252,77.043779,Rock              Slide,NA,
3162,HP/SOL/53F01/2017/5,Solan,BhojnagarChakki road,30.838323,77.059828,Rock              Fall,NA,
3163,HP/SOL/53F01/2017/341,Solan,NaragOcchghat road,30.838846,77.162639,Rock              Slide,NA,
