State,District,Latitude,Longitude,slope_deg,rainfall_mm,soil_moisture_mm,label
Arunachal Pradesh,Changlang,27.25266112,96.19017729,4.16,14.48709367,0.511216087,0
Arunachal Pradesh,Changlang,27.12528246,96.20118183,7.62,14.93875056,0.439585243,0
Arunachal Pradesh,Changlang,27.14851505,96.06783801,5.9,14.84688052,0.473095606,0
Arunachal Pradesh,Changlang,27.06356291,96.19235678,17.03,15.01572099,0.512045906,0
Arunachal Pradesh,Changlang,27.07550449,96.16400305,8.18,15.14528184,0.495649424,0
Arunachal Pradesh,Changlang,27.44989944,96.18655649,2.47,13.57889313,0.506995677,0
Arunachal Pradesh,Changlang,27.17031487,96.14023677,5.59,14.76538758,0.447886311,0
Arunachal Pradesh,Changlang,27.02293691,96.11051645,12.61,13.32970711,0.533696547,0
Arunachal Pradesh,Changlang,27.45525413,95.72301858,0.05,14.66083801,0.533437086,0
Arunachal Pradesh,Changlang,27.0083418,95.97153525,4.57,14.01335352,0.532454131,0
Arunachal Pradesh,Changlang,27.44816203,95.99945226,0.1,15.47139264,0.518276578,0
Arunachal Pradesh,Changlang,27.42393405,95.74078833,0.21,14.30275353,0.457064869,0
Arunachal Pradesh,Changlang,27.46028356,95.78631752,0.1,14.04149001,0.516121315,0
Arunachal Pradesh,Changlang,27.42026254,96.17404227,3.34,15.43488462,0.523533986,0
Arunachal Pradesh,Changlang,27.34967211,96.08067698,0.05,15.09985212,0.487062279,0
Arunachal Pradesh,Dibang Valley,28.47348886,96.10319981,24.87,16.45515953,0.397441696,0
Arunachal Pradesh,Dibang Valley,28.58947116,95.74622033,22.32,15.52837949,0.37123228,0
Arunachal Pradesh,Dibang Valley,28.80948559,96.07825378,5.8,15.14875427,0.434979153,0
Arunachal Pradesh,Dibang Valley,28.64059535,96.04771562,13.1,15.98447656,0.383468966,0
Arunachal Pradesh,Dibang Valley,28.43117213,95.78460748,14.7,16.9702027,0.426358128,0
Arunachal Pradesh,Dibang Valley,28.49611612,95.90620429,20.17,14.24607656,0.426259056,0
Arunachal Pradesh,Dibang Valley,28.56717312,96.01697872,8.13,15.54984337,0.372708942,0
Arunachal Pradesh,Dibang Valley,28.70865427,95.69018649,7.72,16.92973161,0.427911068,0
Arunachal Pradesh,Dibang Valley,28.57606023,95.69830987,37.07,15.6677387,0.363282371,0
Arunachal Pradesh,Dibang Valley,28.61087367,95.78091946,34.43,15.29234489,0.363240394,0
Arunachal Pradesh,Dibang Valley,28.61456076,96.00442859,31.75,14.09199173,0.388108956,0
Arunachal Pradesh,Dibang Valley,28.87042118,95.65072817,11.82,14.30510765,0.427640347,0
Arunachal Pradesh,Dibang Valley,28.40423276,95.66301352,29.19,15.88109208,0.375029734,0
Arunachal Pradesh,Dibang Valley,28.88405525,96.05720631,14.12,14.04862377,0.408076254,0
Arunachal Pradesh,Dibang Valley,28.46945104,95.67872965,1.03,16.8439397,0.438199912,0
Arunachal Pradesh,Dibang Valley,28.76500011,96.10412953,26.58,14.05182311,0.422729933,0
Arunachal Pradesh,Dibang Valley,28.66661319,96.0181278,31.46,14.02291625,0.411246047,0
Arunachal Pradesh,Dibang Valley,28.81245577,95.67158291,7.42,15.36598553,0.397228538,0
Arunachal Pradesh,Dibang Valley,28.76947933,95.73997691,3.85,14.07755063,0.382158478,0
Arunachal Pradesh,Dibang Valley,28.72866937,95.80978626,19.72,15.55235371,0.412841041,0
Arunachal Pradesh,Dibang Valley,28.79435372,96.01736273,18.57,16.75308801,0.36632079,0
Arunachal Pradesh,Dibang Valley,28.65959558,95.98985727,0.15,14.22110267,0.417111689,0
Arunachal Pradesh,Dibang Valley,28.66737506,96.09111863,25.25,14.05154141,0.412209077,0
Arunachal Pradesh,Dibang Valley,28.70303776,96.06849551,29.51,14.29019087,0.369669533,0
Arunachal Pradesh,Dibang Valley,28.57453486,95.96388303,3.14,15.5950341,0.42804544,0
Arunachal Pradesh,Dibang Valley,28.74205698,96.10111641,7.88,14.35717317,0.40567205,0
Arunachal Pradesh,Dibang Valley,28.58339687,96.00486617,18.11,16.2843114,0.363311435,0
Arunachal Pradesh,Dibang Valley,28.46910853,96.02126404,12.31,16.73578718,0.367465016,0
Arunachal Pradesh,Dibang Valley,28.8702032,95.75716505,10.73,15.36026146,0.379467202,0
Arunachal Pradesh,Dibang Valley,28.59111699,96.05555099,5.8,14.96930762,0.429925941,0
Arunachal Pradesh,Dibang Valley,28.51481367,96.06492414,21.52,14.84966465,0.407001993,0
Arunachal Pradesh,Dibang Valley,28.49805284,95.9355768,26.13,16.27589271,0.424409285,0
Arunachal Pradesh,Dibang Valley,28.41030917,96.07838735,30.82,14.45140911,0.422530865,0
Arunachal Pradesh,Dibang Valley,28.40304482,95.97827714,17.36,14.44403993,0.407272903,0
Arunachal Pradesh,Dibang Valley,28.58087496,95.92209878,8.13,16.70671958,0.371601788,0
Arunachal Pradesh,Dibang Valley,28.50054016,95.71079727,14.89,17.03330267,0.420150499,0
Arunachal Pradesh,Dibang Valley,28.59732908,95.95991614,3.24,16.00311839,0.389568816,0
Arunachal Pradesh,Dibang Valley,28.56127922,96.06042438,7.78,16.80497771,0.437049,0
Arunachal Pradesh,Dibang Valley,28.70906616,96.00407947,14.65,14.4160044,0.392140235,0
Arunachal Pradesh,Dibang Valley,28.57784339,95.64132809,9.29,16.79288124,0.431693227,0
Arunachal Pradesh,Dibang Valley,28.79081084,96.05929375,1.44,16.42896841,0.436085936,0
Arunachal Pradesh,Dibang Valley,28.41987703,96.04148814,5.08,14.5715238,0.374960442,0
Arunachal Pradesh,Dibang Valley,28.79171336,95.69182102,5.9,14.86906948,0.381551234,0
Arunachal Pradesh,Dibang Valley,28.55270148,95.96124005,28.32,15.23146429,0.38429226,0
Arunachal Pradesh,Dibang Valley,28.70771848,95.62333062,11.72,16.82200689,0.386469344,0
Arunachal Pradesh,Dibang Valley,28.80505458,95.7377866,7.37,15.08593329,0.371017946,0
Arunachal Pradesh,Dibang Valley,28.79893103,95.80292382,6.61,16.08000774,0.411980058,0
Arunachal Pradesh,Dibang Valley,28.44149476,96.0502229,4.57,14.04597335,0.403780668,0
Arunachal Pradesh,Dibang Valley,28.55215495,95.87911124,26.17,16.73389071,0.371363401,0
Arunachal Pradesh,Dibang Valley,28.73139617,95.93556636,20.67,15.4969554,0.415490884,0
Assam,Dima Hasao,25.44326926,93.19526661,3.29,9.000339663,0.427790771,0
Assam,Dima Hasao,25.06031362,92.87415534,7.27,8.867918914,0.440785758,0
Assam,Dima Hasao,25.24352977,92.93986665,3.03,9.298390151,0.448159496,0
Assam,Dima Hasao,25.04842208,92.99609619,2.16,8.052154443,0.471004617,0
Assam,Dima Hasao,25.07152381,93.14083552,9.44,9.654993829,0.466982699,0
Assam,Dima Hasao,25.02748212,92.84733933,3.8,9.5075848,0.487865442,0
Assam,Dima Hasao,25.04620201,93.22580748,5.34,8.934192381,0.428159886,0
Assam,Dima Hasao,25.0730635,93.11202118,9.39,9.579390047,0.48905995,0
Assam,Dima Hasao,25.28543554,92.86794295,11.82,8.589300204,0.492886626,0
Assam,Dima Hasao,25.01761819,93.23150496,2.11,8.687047824,0.437012947,0
Assam,Dima Hasao,25.0732119,93.22690638,15.56,9.215975025,0.473088647,0
Assam,Dima Hasao,25.46439628,93.17569863,3.5,9.031246575,0.501143667,0
Assam,Dima Hasao,25.096114,93.17600842,3.5,8.02244517,0.432062342,0
Assam,Dima Hasao,25.35722088,92.91197686,3.5,8.507266642,0.500047903,0
Assam,Dima Hasao,25.19988257,92.9091452,0.72,8.109036853,0.492314194,0
Assam,Dima Hasao,25.46680021,93.04898095,1.44,9.524225061,0.497003735,0
Assam,Dima Hasao,25.45835115,93.24864271,2.16,8.700908788,0.464561498,0
Assam,Dima Hasao,25.2995656,92.88246144,4.98,8.294815562,0.47310938,0
Assam,Dima Hasao,25.31252597,92.92456127,2.16,9.276280246,0.444621452,0
Assam,Dima Hasao,25.01454504,93.26200932,3.65,8.502634184,0.434114245,0
Assam,Dima Hasao,25.36851519,92.94187977,0.1,8.424544413,0.439162363,0
Assam,Dima Hasao,25.38550492,92.9240347,2.93,9.394057327,0.465474997,0
Assam,Dima Hasao,24.98881507,93.08668262,6,8.409098168,0.424714215,0
Assam,Dima Hasao,25.21557222,92.85898505,2.98,9.438352971,0.434545845,0
Assam,Dima Hasao,25.4748708,93.27889997,9.24,8.092433803,0.434090056,0
Assam,Dima Hasao,25.06256391,93.03489973,9.29,8.280015783,0.427410854,0
Assam,Dima Hasao,25.04429385,92.90313656,20.99,7.960816177,0.478709821,0
Assam,Dima Hasao,25.28749387,92.92955185,3.85,8.788204713,0.451271234,0
Assam,Dima Hasao,25.07769571,93.2049291,17.59,8.481197892,0.446713297,0
Assam,Dima Hasao,25.25500199,92.89847832,8.58,9.220026261,0.469758027,0
Assam,Dima Hasao,25.37185536,93.0514698,3.55,9.221389327,0.486751047,0
Assam,Dima Hasao,25.02200924,93.33490541,8.03,8.455792665,0.443761648,0
Assam,Dima Hasao,25.10092486,93.14646527,1.9,9.508187868,0.427083861,0
Assam,Dima Hasao,25.34386056,92.95379092,2.21,8.059465868,0.433289219,0
Assam,Dima Hasao,24.98721748,93.21270335,6.51,9.313165105,0.433088926,0
Assam,Dima Hasao,24.99079857,93.26979944,2.01,9.474581773,0.441885397,0
Assam,Dima Hasao,25.10321513,93.12518379,13.73,9.106791994,0.459541368,0
Assam,Dima Hasao,25.1957594,92.8854183,2.78,8.603188073,0.471741337,0
Assam,Dima Hasao,25.00350373,93.10643631,20.17,8.528716106,0.479418423,0
Assam,Dima Hasao,25.17290828,92.93622611,7.78,9.140779191,0.474782982,0
Assam,Dima Hasao,25.08969207,93.09558342,1.7,8.629871343,0.440491827,0
Assam,Dima Hasao,25.09417449,93.21456995,17.03,9.074765321,0.448139644,0
Assam,Dima Hasao,25.28005432,92.89639023,1.96,8.882090012,0.487946748,0
Assam,Dima Hasao,25.48006916,93.23538485,8.63,9.432557305,0.434814476,0
Assam,Dima Hasao,25.46329009,93.21079033,6.36,9.438091843,0.419143092,0
Assam,Dima Hasao,25.06488031,93.17814101,12.17,9.634186269,0.427181784,0
Assam,Dima Hasao,25.36187339,92.89271686,2.26,9.570267756,0.447649135,0
Assam,Dima Hasao,25.31757435,92.94688953,12.85,8.574772867,0.497449483,0
Assam,Dima Hasao,25.1635548,92.84024816,7.62,9.700165737,0.464775289,0
Assam,Dima Hasao,25.02991198,92.98160982,10.73,9.206783894,0.481643937,0
Arunachal Pradesh,East Kameng,27.40096085,93.11646295,1.75,14.31947428,0.425819766,0
Arunachal Pradesh,East Kameng,27.43119068,93.0813201,18.8,15.70978304,0.420245736,0
Arunachal Pradesh,East Kameng,27.53551757,93.22551734,22.93,15.94783816,0.386251529,0
Arunachal Pradesh,East Kameng,27.60851774,93.05473623,7.22,14.53263411,0.371163775,0
Arunachal Pradesh,East Kameng,27.19516154,92.94038141,24.27,15.40355918,0.441655606,0
Arunachal Pradesh,East Kameng,27.40714253,92.90579591,9.08,15.98349032,0.43044979,0
Arunachal Pradesh,East Kameng,27.42779842,93.23856713,1.39,15.35386054,0.377488761,0
Arunachal Pradesh,East Kameng,27.41468255,93.18286172,8.43,14.81553732,0.413284826,0
Arunachal Pradesh,East Kameng,27.4912024,93.20144716,18.48,14.34282466,0.40588657,0
Arunachal Pradesh,East Kameng,27.43014204,92.93798337,2.73,15.975125,0.430186007,0
Arunachal Pradesh,East Kameng,27.4470464,93.16290877,12.8,14.03289134,0.378086178,0
Arunachal Pradesh,East Kameng,27.27200829,93.18791601,14.17,14.64204912,0.418560749,0
Arunachal Pradesh,East Kameng,27.52210797,93.0836062,5.8,14.96887548,0.369667488,0
Arunachal Pradesh,East Kameng,27.19733066,92.9155966,7.67,15.08285031,0.386534771,0
Arunachal Pradesh,East Kameng,27.17175088,93.05391668,5.49,13.79555281,0.377037528,0
Arunachal Pradesh,East Kameng,27.56974055,93.0867324,0.46,15.31607832,0.412811821,0
Arunachal Pradesh,East Kameng,27.19791771,92.81472046,2.26,15.4981171,0.402266417,0
Arunachal Pradesh,East Kameng,27.12160253,93.23519684,6.91,14.80836614,0.43697422,0
Arunachal Pradesh,East Kameng,27.53148983,92.86971334,18.06,15.44885168,0.388047827,0
Arunachal Pradesh,East Kameng,27.34384667,93.25434466,6.31,14.758287,0.39248987,0
Arunachal Pradesh,East Kameng,27.14955371,92.88830436,8.68,16.19123617,0.382465729,0
Arunachal Pradesh,East Kameng,27.55898596,93.25472266,2.93,14.09062441,0.445312138,0
Arunachal Pradesh,East Kameng,27.50028862,93.09719207,4.83,15.19090864,0.42615534,0
Arunachal Pradesh,East Kameng,27.15094688,93.230854,19.26,15.81538078,0.388927037,0
Arunachal Pradesh,East Kameng,27.42035467,92.84239117,12.12,15.91755789,0.389890724,0
Arunachal Pradesh,East Kameng,27.22777714,93.20798381,1.18,16.47866142,0.423902849,0
Arunachal Pradesh,East Kameng,27.53570483,93.25828066,24.44,14.15517672,0.436587054,0
Arunachal Pradesh,East Kameng,27.20814733,92.88533061,18.8,14.50525283,0.383863182,0
Arunachal Pradesh,East Kameng,27.4711577,93.09426642,12.36,14.33993519,0.383948816,0
Arunachal Pradesh,East Kameng,27.16416166,92.84745576,16.32,13.96734868,0.369422446,0
Arunachal Pradesh,East Kameng,27.60664139,93.09941407,14.55,15.67214134,0.447362314,0
Arunachal Pradesh,East Kameng,27.2723376,93.28757894,19.86,15.14667869,0.435758788,0
Arunachal Pradesh,East Kameng,27.14466991,92.91773624,14.31,15.93696584,0.435339889,0
Arunachal Pradesh,East Kameng,27.15535715,93.25556523,13.39,15.11921467,0.415498127,0
Arunachal Pradesh,East Kameng,27.58420327,93.06996843,2.11,15.50514077,0.428213524,0
Arunachal Pradesh,East Kameng,27.21104793,92.84801885,2.83,16.00633728,0.436212359,0
Arunachal Pradesh,East Kameng,27.35428551,92.89347343,32.68,15.51103901,0.382320311,0
Arunachal Pradesh,East Kameng,27.33238036,92.96371924,7.78,15.4517635,0.413986763,0
Arunachal Pradesh,East Kameng,27.25060187,92.95220585,12.51,15.68085504,0.441548937,0
Arunachal Pradesh,East Kameng,27.42546661,93.21356815,10.43,15.9976009,0.372120791,0
Arunachal Pradesh,East Kameng,27.23954835,93.01111317,7.67,14.15333248,0.389913731,0
Arunachal Pradesh,East Kameng,27.28199427,92.88095961,23.93,14.22084096,0.415089042,0
Arunachal Pradesh,East Kameng,27.24673521,92.8780751,30.4,15.76619805,0.376376222,0
Arunachal Pradesh,East Kameng,27.43417218,92.86941687,0.41,16.53808511,0.377138953,0
Arunachal Pradesh,East Kameng,27.4061243,93.14836942,24.06,15.89524999,0.388176287,0
Arunachal Pradesh,East Kameng,27.56270206,93.28215988,22.93,14.89991042,0.400182607,0
Arunachal Pradesh,East Kameng,27.21481536,93.27736044,14.02,14.61155501,0.441052194,0
Arunachal Pradesh,East Kameng,27.18192078,93.19983157,10.09,15.01079908,0.437922442,0
Arunachal Pradesh,East Kameng,27.3023146,92.84338171,13.1,16.51021497,0.417367233,0
Arunachal Pradesh,East Kameng,27.29290532,93.2022216,17.55,15.21882429,0.392589905,0
Arunachal Pradesh,East Siang,28.10014014,95.05305287,4.72,21.13121226,0.46998051,0
Arunachal Pradesh,East Siang,28.27940157,95.04447948,17.78,21.37235308,0.503965291,0
Arunachal Pradesh,East Siang,28.07096996,95.34363505,0,20.93969344,0.505897073,0
Arunachal Pradesh,East Siang,28.40047484,95.16609354,11.97,22.46564139,0.521324008,0
Arunachal Pradesh,East Siang,28.08554958,95.07349024,2.98,21.11984115,0.499884141,0
Arunachal Pradesh,East Siang,28.34155031,95.38729203,27.72,20.79388442,0.452642448,0
Arunachal Pradesh,East Siang,28.36468493,95.49189531,3.39,21.60958024,0.521560901,0
Arunachal Pradesh,East Siang,28.05044649,95.45337525,0.51,20.09043486,0.513587111,0
Arunachal Pradesh,East Siang,28.21148451,95.36023143,15.66,19.97927727,0.463872457,0
Arunachal Pradesh,East Siang,28.01169832,95.52235322,0.15,22.69124688,0.512601222,0
Arunachal Pradesh,East Siang,28.24996905,95.34104907,21.97,20.33460363,0.458806705,0
Arunachal Pradesh,East Siang,28.27953763,95.47846044,25.16,21.7771897,0.441145461,0
Arunachal Pradesh,East Siang,28.08410279,95.45800917,0.57,20.43108443,0.446926616,0
Arunachal Pradesh,East Siang,28.14001508,95.34478944,13.73,20.71676771,0.486503231,0
Arunachal Pradesh,East Siang,28.24450173,95.47054047,31.49,23.08777187,0.516106605,0
Arunachal Pradesh,East Siang,27.96624113,95.39141642,0.05,21.14442866,0.514963733,0
Arunachal Pradesh,East Siang,28.01471664,95.05485595,25.33,24.09105891,0.521703491,0
Arunachal Pradesh,East Siang,27.96166547,95.3388944,0.26,24.08636425,0.430506504,0
Arunachal Pradesh,East Siang,28.39564816,95.13188745,10.73,22.95942434,0.510825861,0
Arunachal Pradesh,East Siang,28.05248455,95.06615055,4.47,21.21519601,0.460399908,0
Arunachal Pradesh,East Siang,28.37887149,95.13928234,21.39,23.01704443,0.512841965,0
Arunachal Pradesh,East Siang,28.28112505,95.29927993,17.55,23.73220846,0.464574092,0
Arunachal Pradesh,East Siang,28.05291406,95.5093621,0.46,21.33255519,0.473548685,0
Arunachal Pradesh,East Siang,28.20382653,95.32208758,5.34,23.04534574,0.432471018,0
Arunachal Pradesh,East Siang,28.04267369,95.47245196,0,21.35784055,0.440128263,0
Arunachal Pradesh,East Siang,28.28878098,95.49794228,22.93,19.94260271,0.477857227,0
Arunachal Pradesh,East Siang,28.40531334,95.53669665,13.1,23.51636946,0.443399993,0
Arunachal Pradesh,East Siang,28.08009414,95.40367857,0.82,22.65927567,0.431164012,0
Arunachal Pradesh,East Siang,28.3232967,95.27781085,14.99,23.50501196,0.433701942,0
Arunachal Pradesh,East Siang,28.07048378,95.05466302,12.56,24.03429538,0.514873332,0
Arunachal Pradesh,East Siang,28.20429348,95.13848731,15.7,20.45965878,0.440562391,0
Arunachal Pradesh,East Siang,28.09712351,95.5267484,0.41,22.79840676,0.454485286,0
Arunachal Pradesh,East Siang,28.25226897,95.06051134,3.96,23.85079824,0.458814949,0
Arunachal Pradesh,East Siang,27.93289041,95.2006522,0,22.19744111,0.506682622,0
Arunachal Pradesh,East Siang,28.22503124,95.12731183,27.28,20.59977955,0.468066739,0
Arunachal Pradesh,East Siang,28.06272069,95.36385579,0.05,19.88117821,0.504671285,0
Arunachal Pradesh,East Siang,27.97584619,95.30702566,0,19.79640907,0.463063855,0
Arunachal Pradesh,East Siang,28.11654907,95.0438413,7.78,22.26061101,0.43262977,0
Arunachal Pradesh,East Siang,28.32474227,95.49301258,18.85,21.25492119,0.428978063,0
Arunachal Pradesh,East Siang,28.34496889,95.0618348,12.61,23.97716248,0.435641011,0
Arunachal Pradesh,East Siang,27.97473223,95.50597832,0.46,22.08448847,0.436835583,0
Arunachal Pradesh,East Siang,28.39692703,95.04201821,10.24,22.64780455,0.500740368,0
Arunachal Pradesh,East Siang,28.18937079,95.34152694,8.93,20.98351858,0.508439387,0
Arunachal Pradesh,East Siang,27.92499182,95.52745534,0.1,20.2016356,0.469003006,0
Arunachal Pradesh,East Siang,28.27894537,95.37761709,23.84,21.74719075,0.511794938,0
Arunachal Pradesh,East Siang,28.12666619,95.39610629,1.39,20.33571707,0.477881935,0
Arunachal Pradesh,East Siang,28.03899485,95.40787314,0.36,19.95209448,0.440153641,0
Arunachal Pradesh,East Siang,28.36556103,95.38213619,5.75,22.62408803,0.505882814,0
Arunachal Pradesh,East Siang,28.35771582,95.41190757,33.44,22.49100485,0.494833178,0
Arunachal Pradesh,East Siang,28.04010626,95.1183013,17.55,23.32184301,0.47816736,0
Assam,Goalpara,25.95508594,90.27043076,0.05,18.32960427,0.317017116,0
Assam,Goalpara,25.91501721,90.50145212,4.06,16.56655395,0.286872549,0
Assam,Goalpara,26.09489249,90.67484769,0.1,15.8218926,0.289559816,0
Assam,Goalpara,26.06581481,90.26658382,0.15,18.08953834,0.277154823,0
Assam,Goalpara,26.29732306,90.26953013,0.57,17.57506573,0.275784657,0
Assam,Goalpara,26.0200125,90.35199852,0.05,15.61329947,0.321521624,0
Assam,Goalpara,25.87294702,90.45618899,4.57,16.66953251,0.291944144,0
Assam,Goalpara,26.18101239,90.45198023,0,16.98169319,0.33228551,0
Assam,Goalpara,25.94596773,90.41411146,0,16.09589173,0.319317975,0
Assam,Goalpara,25.83847418,90.26765517,0.51,15.42320575,0.28860527,0
Assam,Goalpara,25.97320613,90.6713383,0.1,16.92505973,0.320878474,0
Assam,Goalpara,25.99940756,90.41736347,0.31,18.24949978,0.302114919,0
Assam,Goalpara,26.02927206,90.67616535,0,17.67739222,0.282476427,0
Assam,Goalpara,26.19643071,90.48577208,0,15.5861902,0.290974705,0
Assam,Goalpara,25.9322715,90.65892191,0.51,17.86389282,0.286802519,0
Assam,Goalpara,26.27841035,90.44577381,0.15,17.55079851,0.32689422,0
Assam,Goalpara,25.976534,90.31458641,0.21,17.49376331,0.321629596,0
Assam,Goalpara,26.24881066,90.57927298,0.31,17.81158839,0.29474385,0
Assam,Goalpara,26.05067704,90.44873336,1.18,15.6297208,0.32528451,0
Assam,Goalpara,26.20992118,90.60042923,0.26,15.54199155,0.309135591,0
Assam,Goalpara,25.89733919,90.65174013,0.15,16.41321217,0.285140352,0
Assam,Goalpara,26.08521052,90.38959452,0,16.29626852,0.281609596,0
Assam,Goalpara,26.33078114,90.31060503,4.37,16.38266646,0.29360206,0
Assam,Goalpara,26.10755301,90.5601709,0.67,16.4888311,0.323324287,0
Assam,Goalpara,26.11228628,90.66434604,0.1,15.18151913,0.29151728,0
Assam,Goalpara,26.17349744,90.66121654,0.05,15.79767918,0.289532815,0
Assam,Goalpara,25.92294781,90.53060327,0.57,16.39829414,0.329071005,0
Assam,Goalpara,26.12498714,90.60657784,0.15,18.52446121,0.278258175,0
Assam,Goalpara,26.16506322,90.36710627,0.1,16.12916679,0.331276302,0
Assam,Goalpara,26.17908156,90.54560701,1.18,17.12104776,0.292133521,0
Assam,Goalpara,25.98762496,90.43666955,0.57,18.47865065,0.330187527,0
Assam,Goalpara,26.24232914,90.61882251,0.31,17.85330442,0.314841613,0
Assam,Goalpara,26.06568673,90.70752038,0.15,17.08482178,0.290494675,0
Assam,Goalpara,26.09689346,90.29375854,0,17.35858141,0.279823409,0
Assam,Goalpara,26.21330081,90.35031756,0.05,16.71827386,0.32141451,0
Assam,Goalpara,26.12800086,90.26870711,0,17.99253433,0.327078506,0
Assam,Goalpara,26.26375366,90.68790572,0.21,17.46055475,0.306966714,0
Assam,Goalpara,26.14387608,90.49663742,0.31,16.44442938,0.314676485,0
Assam,Goalpara,26.15225099,90.3260495,0,17.63632778,0.296999735,0
Assam,Goalpara,26.21882075,90.25078522,0.1,15.59539844,0.279931613,0
Assam,Goalpara,25.86590297,90.5652872,6.71,15.29338602,0.273956337,0
Assam,Goalpara,26.25366142,90.38204847,0.31,17.49039115,0.288869323,0
Assam,Goalpara,26.04704521,90.36438613,0.46,16.36092833,0.316450892,0
Assam,Goalpara,26.31888631,90.25499461,0.46,15.80077629,0.296815959,0
Assam,Goalpara,26.05276162,90.34295765,0.26,16.12488999,0.331118111,0
Assam,Goalpara,26.27056917,90.40410183,0.72,15.20771683,0.302626995,0
Assam,Goalpara,25.95635504,90.37952207,1.54,16.21515974,0.29154569,0
Assam,Goalpara,25.89992289,90.53316716,0.15,17.810064,0.320780665,0
Assam,Goalpara,26.01696115,90.38406441,0.1,16.01476461,0.303560046,0
Assam,Goalpara,26.02594785,90.65105774,0.05,17.07732751,0.28915717,0
Assam,Hailakandi,24.65069857,92.37764158,0.98,12.02383563,0.398717417,0
Assam,Hailakandi,24.48346371,92.79981055,0.15,12.372808,0.428288606,0
Assam,Hailakandi,24.39655255,92.58618792,2.73,12.72516775,0.371607218,0
Assam,Hailakandi,24.39387099,92.60649834,1.6,11.66831793,0.442760641,0
Assam,Hailakandi,24.37593547,92.7840083,1.03,14.02602263,0.414280158,0
Assam,Hailakandi,24.36757006,92.70628836,0.26,14.10319561,0.43397753,0
Assam,Hailakandi,24.60509772,92.51846386,0.1,13.92098557,0.392775244,0
Assam,Hailakandi,24.42643688,92.783764,2.06,14.11527944,0.422440477,0
Assam,Hailakandi,24.31711777,92.44552303,1.29,12.49251735,0.369947959,0
Assam,Hailakandi,24.73143963,92.75566162,0.1,13.20350606,0.372586412,0
Assam,Hailakandi,24.30836426,92.69902329,13.05,13.70564239,0.367283788,0
Assam,Hailakandi,24.44935667,92.4077175,0.26,12.96629098,0.38219685,0
Assam,Hailakandi,24.61337321,92.48996274,0.36,14.12670213,0.372227051,0
Assam,Hailakandi,24.35129982,92.73901402,2.52,13.43574746,0.427698442,0
Assam,Hailakandi,24.740687,92.38624447,0,13.91712437,0.403361481,0
Assam,Hailakandi,24.31663338,92.83593359,5.34,12.01332937,0.425209381,0
Assam,Hailakandi,24.63416779,92.64463705,0.05,14.17685664,0.388846086,0
Assam,Hailakandi,24.69270068,92.54427412,0.15,14.03653345,0.386732024,0
Assam,Hailakandi,24.51910097,92.44480592,0.31,12.48452664,0.369682746,0
Assam,Hailakandi,24.60189149,92.46650646,0.1,12.04325684,0.422421591,0
Assam,Hailakandi,24.42253133,92.41003137,0.26,12.13016141,0.403432169,0
Assam,Hailakandi,24.35977967,92.76998351,1.7,13.62488992,0.385000045,0
Assam,Hailakandi,24.64539896,92.68487735,0.05,12.79737502,0.367073414,0
Assam,Hailakandi,24.32249385,92.779683,3.14,13.62753821,0.422455134,0
Assam,Hailakandi,24.38996443,92.84621172,1.44,13.93825166,0.369591216,0
Assam,Hailakandi,24.58299504,92.78964186,1.8,12.07193995,0.413939865,0
Assam,Hailakandi,24.38483945,92.66620088,2.93,13.17442119,0.363723369,0
Assam,Hailakandi,24.28341931,92.7436928,2.57,13.75424054,0.424611422,0
Assam,Hailakandi,24.62556468,92.38516507,0,13.79313227,0.442169652,0
Assam,Hailakandi,24.28183389,92.44527233,0.26,11.68284454,0.382449446,0
Assam,Hailakandi,24.68617489,92.86673072,0,13.80566318,0.434992575,0
Assam,Hailakandi,24.60265328,92.41379158,0.15,12.21367979,0.39859977,0
Assam,Hailakandi,24.75068,92.53888537,0.93,13.71860651,0.377623986,0
Assam,Hailakandi,24.44556431,92.82525239,2.06,12.06597113,0.432360417,0
Assam,Hailakandi,24.35114907,92.42373903,0.1,14.08677067,0.380108005,0
Assam,Hailakandi,24.3454117,92.62177908,0.67,11.84964229,0.417917898,0
Assam,Hailakandi,24.40981099,92.45443854,0.62,12.26084926,0.377943446,0
Assam,Hailakandi,24.46760379,92.78199673,2.57,12.16381123,0.374227955,0
Assam,Hailakandi,24.73334041,92.43208748,0.87,13.27993941,0.42219157,0
Assam,Hailakandi,24.42720374,92.81527387,0.98,13.84019367,0.371581401,0
Assam,Hailakandi,24.61327126,92.58145217,0.26,13.72252391,0.41408393,0
Assam,Hailakandi,24.57615707,92.42582728,0.05,14.06692691,0.384377066,0
Assam,Hailakandi,24.41082293,92.7515665,1.39,12.43576755,0.386926713,0
Assam,Hailakandi,24.36353519,92.45436933,0.82,13.45990077,0.371730077,0
Assam,Hailakandi,24.52252561,92.40970308,0,13.25817947,0.37442172,0
Assam,Hailakandi,24.40226095,92.42487028,0.15,13.6617798,0.362697212,0
Assam,Hailakandi,24.54823965,92.44557226,0.1,14.13741906,0.417359849,0
Assam,Hailakandi,24.7653528,92.70096889,1.6,13.06585109,0.431469827,0
Assam,Hailakandi,24.45634472,92.75198166,2.52,13.96164632,0.378764535,0
Assam,Hailakandi,24.55847294,92.3751991,0.57,12.90189348,0.374142488,0
Assam,Jorhat,26.51240117,94.29433654,1.03,13.03876895,0.448187819,0
